Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal,PM
MB_40,6635936.18262264,6779398.08235589,10889950.912907,11346154.9631474,16323620.9148356,49957013.8467115,4634799.34020208,4757717.92254874,19128357.1446667,7156793.23210217,6373536.16642844,8311172.48307042,11524197.6683451,4382571.28225814,12149673.7953733,8266829.75325837,6621867.89684495,6547505.92003789,6312451.31693782,4443153.85602958,8310703.91425561,5737133.25550066,16224727.3123968,6760467.7095146,5612496.2189377,4888999.62662677,5495847.06243679,8673050.21968985,6449996.41761152,6160808.87125662,5265033.48948218,21550764.8457272,5013990.06873008,9809694.14425688,4732057.40368447,6633987.70575262,8839213.39445842,5682090.91644817,8412013.13894649,7353032.06689385,4634914.5079419,11131848.8262669
MB_41,34595202.0294701,36626045.4167469,54540074.1624547,3994051.92163616,56501099.9790752,43864491.7545459,17955386.6053966,55014209.7913066,45161673.6824679,10830175.4947375,17776561.5962284,43624364.7521765,26739237.8249108,68054710.9686736,29616013.7138873,64066056.9640339,18694032.1471235,26227621.9678215,53034254.6725842,26826323.6965364,40156425.252029,85327431.982501,40809623.273956,66032143.8305957,39975593.1521164,36919438.6369713,31862997.3504125,37806855.6720247,41396067.5166395,34162471.037847,49312398.3140198,74800243.7306217,6904299.9780665,55792391.7167493,45170628.0098463,28843175.4859174,65825985.7194068,17617939.7005094,18594624.9093822,41072795.4689551,48810950.1240159,41838705.4648559
MB_42,92389804.5431046,45376629.3874264,34140932.8455493,64732183.733189,42618082.3126152,36648469.1913235,17348511.3701347,15700396.2298615,15330886.3721858,101992800.27281,134966522.585031,128191928.68157,88091970.1383916,59724483.6054772,16060326.7780351,74150652.2934795,62930012.4343549,64354038.6905458,89442804.037028,41405139.6872526,85712799.0324208,30752637.6029325,42487009.9007135,101515597.818176,63184455.023975,8111330.50854481,57579562.4441456,68030163.3222967,86830014.3072558,88014146.0670186,41071385.536544,117366592.466504,88620465.3586763,60954483.6212007,58755023.17725,73210900.7246764,127127517.22365,29417667.2060315,52322253.4877067,126443442.544083,38958589.9775315,108501976.961201
MB_43,7943571.37807742,209368344.331386,36543283.0807146,12675469.8210058,8053824.11217059,27611409.8392552,6608121.75470539,244207765.205041,37550770.7794961,30068472.582355,14094288.1869731,20600572.7524705,135005153.588355,66694684.6554397,172148585.230663,6888336.22772747,24321652.7184951,23165267.7323792,24040717.0570896,152483636.75831,29967143.1648981,39748088.3148935,23457064.4953537,239590907.725232,13663009.7222807,8393613.12241707,80098663.3804635,2416904.21370093,34037280.4458014,8673312.20111264,12148090.5643821,304212032.319498,122577799.161279,16341844.972269,16796836.2582554,16028869.9702252,30761800.7913386,14084410.2407864,10554388.1205626,16405585.7656789,29578712.3423195,169912737.860789
MB_44,4864303.19389348,5867321.37691335,5054880.61207079,6344570.4185364,6213925.70003891,3990719.87666544,5295435.39949985,1420285.5178396,7183418.29968077,6862100.40558102,6604363.5025669,4004649.63503144,4612962.67934789,3657632.12258042,5356717.62144745,7527876.14877614,4139154.65142209,4583699.45795112,5438909.00256788,7162064.7273445,5497480.25687888,5186239.31753299,5620556.87038053,7744735.57100435,5721428.45995022,6532253.11315349,4254192.44165923,4573208.48048254,6060536.31744517,4881142.58119799,4446037.41639654,6055549.93437058,3853473.56804518,9090745.95146599,8023089.62905569,6360525.75039234,4876295.78884557,6274398.62173642,4992067.80114937,5661478.23307589,6075691.1290039,7094993.84450901
MB_45,6614467.82640348,4036711.51027541,9588527.52278793,7984268.63811468,5669674.42531395,21745100.4812496,5597193.31086772,34049.1090926863,6633535.38485631,4815664.23969356,4915304.68319888,3739290.17846337,1934823.77218277,4569550.03871769,4813250.086105,2110182.70586371,6241371.35668561,6061226.93730706,1825799.11029916,8854647.19476044,5251536.83948104,4779327.69677224,7092035.46049389,5030746.94649255,4176707.80883505,2261172.9271156,9595636.93082279,5713901.11829858,6568352.59469255,3467999.82682438,5309676.82100955,3843046.13446693,6645734.44710975,4837986.35642285,9396340.94592233,6513374.01716457,6964230.72360246,10411747.559663,8913306.84632161,10838497.57244,12561788.3057681,4129287.38239922
MB_46,16621263.0525679,26169282.5039369,11515334.6954719,3869596.92992575,10486973.0125559,15004292.841726,8492427.92134747,17390443.7212892,3799215.011523,23609640.8638807,14198598.7745292,9136942.37426398,18968605.2311082,10544603.5344582,1677958.84165058,24168729.5342356,16804962.3206776,20194803.9435955,8089775.82086513,19933418.9363646,7380122.88486408,15492684.6419261,3415613.83547506,9723435.26614681,20280477.6971186,27989683.4364336,6760149.27036102,14901045.0946744,14982898.0271595,20480141.4333253,11156028.3870227,7316830.41139818,6617380.67429047,13380548.4990711,17389399.2517241,8408528.81117581,24368689.5567686,5714912.91969756,2854683.75327093,21765384.0188197,5172198.52551885,8835241.48656232
MB_47,27899106.3757341,82801389.6615979,48926721.022539,17360291.8213252,31553089.0243896,220532455.404055,14869285.0657643,72419328.1883238,58661222.9236624,68092585.372824,40963776.4339413,63825643.5099203,78617868.4246091,29254878.2152616,45905208.1789797,46459288.4751549,21478433.1933847,31792682.3184669,49684369.5835043,38245666.7655287,30297403.0609355,27221108.3959511,11650532.5082097,25216735.8418261,54749905.9139702,7046482.49013926,2505523.23661988,63396468.7585449,36315347.0635549,22032410.813052,48936252.7155862,42056465.7834259,37752445.9492701,43522767.7170912,39138017.7637959,19768412.0293761,44950774.1249253,58954944.697342,22395325.7256852,28891242.4160344,23284249.6865956,84904574.6390889
MB_48,43991816.1058937,2448387.38868037,38493371.8871745,38404490.7505528,7280624.79689739,10810218.1831517,31602366.5043297,43077646.7771839,22605402.6646033,40981866.592205,5827627.81375363,38850512.3048686,55022998.1566893,5399041.1277554,29152880.8166699,29432940.7922364,42265299.4850104,57629449.7071722,15159845.1755603,17096.6537002772,46884940.2215223,1847517.39686825,42471785.5079689,41938654.7613755,29587961.9699377,50903454.787902,40107076.1966937,48077281.2110776,38396420.453037,40938614.8588835,18391484.2621241,15628955.9477147,26336947.4970414,29709635.1321378,35260572.9511009,23714178.7270843,36099140.6206082,55620186.7148779,3097218.66916591,20487915.1334212,27088621.3825487,18636771.6626191
MB_49,13036319.0757215,22229147.0218393,14468217.4161279,35741658.340702,18278047.783373,27231871.8804185,26499319.9983716,56851765.288344,17673704.2969365,5678429.89671062,21116170.6885069,5668558.31786272,1150986.5530079,26272888.4360661,30310390.3746492,15828651.4752579,15080864.0681199,45092311.6328513,30315944.2641662,9402544.02545957,30436298.5126679,37500254.8991754,26596536.3486546,46607291.4521495,11148777.2519198,21623484.7473794,26580780.3152763,19827160.4069156,8804300.69566088,19585176.8749175,24534866.9161501,24021992.171977,17024590.4574675,14836131.0357832,8752059.48871818,19999776.8262449,26417949.9787294,25137282.0892219,21984221.5614035,20901381.269141,30523697.125403,15590065.5528545
MB_50,25598600.7972012,28353051.1967295,32591447.9942815,44696731.6471746,46404948.3525254,23936314.6169983,18675426.7187174,29134096.9967427,13710474.8445692,26976244.1966664,27291771.5858635,19093049.2535115,15585490.3187053,42619298.5524241,16692205.5343084,59205418.8713485,12793743.0428046,20628538.2322719,84659599.4770819,15696404.0532713,46740304.3939957,37499816.7774775,18721338.2786648,26803243.1086845,29911408.7870367,24547672.2467011,33074391.1185475,32722683.3053927,38579011.5792106,28230743.9978019,47854372.9154492,38249241.6689505,37586828.4993387,26013073.2452357,5999614.6905235,39643531.8263792,26503057.7293677,25568309.9254162,19326482.8261625,21953526.7273527,16128409.4632776,34579712.0295437
MB_51,5088532.57026095,14688020.4986271,10879416.5630985,11848143.4628032,9332327.28891917,19794329.1062464,8799270.0751051,12844300.1976659,11890487.4405421,13662661.4524237,24195985.7081867,7615523.84155537,14234421.5998511,14883701.2566202,35015277.1719092,18990164.8377357,10026362.1767426,20595369.8168743,6769932.46116882,38181937.5070108,17537149.1954756,3233950.58432568,8482710.58977129,7819923.55960641,17803761.5964197,9474759.64663288,7565660.4443997,8344160.42742348,14575258.4206188,4774769.12440233,10738056.8112178,11621786.5415594,11169573.7952001,10152372.7970779,11481562.3776462,14379618.0716088,11581999.1449739,9966703.705947,19680874.8869504,17495623.0117169,7048488.18463286,4450215.29605313
MB_52,17832864.4461469,9673879.03162451,11187721.3742676,8162002.82160158,9040532.23211786,16604137.3347703,11405812.4687042,15896226.0385979,11539250.6989629,6828999.20493833,12054244.9637613,17830266.2124725,4023233.59636369,16993441.8769947,11109337.0816563,13575993.2879264,7380142.90457734,4106316.63635996,12632658.4329863,146647.282927319,8313908.16927765,15012420.3955092,7729459.19102598,4011997.53923961,11345108.8566386,11587825.3202016,7819777.63895345,13858789.8048842,12124670.6775893,10350773.9591076,16271509.5659226,8219329.45615973,1832187.58419898,24438533.0291313,1115938.02129414,8222485.81402747,13685474.5676195,14047406.3181018,15085364.7675728,10363458.3200573,11276729.7582387,12206325.7773184
MB_53,29906971.0068878,6480143.73813176,19007667.871502,20805469.3799386,5270644.37770318,6544013.11341099,41101150.050899,46787836.1195917,33954146.4153771,26950896.4870664,5628995.56586503,2843907.80333986,60467073.6970269,24399445.9147487,103768668.04581,30514651.0903953,24200295.6279112,37382735.9441666,26323024.5830429,110026898.255841,25854555.2547681,17168078.6193823,39141180.2067124,9858131.53606126,33738858.2563239,46027967.3668944,104408219.312546,37220470.7328857,17576659.4249991,5222662.2323324,49710704.2015545,18277664.4136501,36308825.1745995,16050117.3944897,16949863.6896424,9163665.71273826,55520900.3850688,27402073.2297152,33546948.6170889,13299252.4280484,39635190.3785254,22198386.8458951
MB_54,54571548.9636091,40595226.7613262,92774263.4848417,29330969.8369957,59752105.7746431,35312283.8286353,59231623.754987,38346285.6847228,61406741.77913,6189456.3446153,23194856.364014,19588849.1639356,2178799.5007588,34404559.0725579,16767300.7665379,59791699.6977981,22374569.7501327,49607760.4294897,19074190.2536284,29570565.5239987,23776084.8067554,42488692.2198408,48630811.369846,57134183.3411229,62574877.7257189,30637197.5825408,37438624.0410134,53086799.8037831,41493301.2417602,51783207.4756355,53041583.3919606,23560266.100425,40730528.8190505,42480300.9162371,19176842.2363539,11930997.4954277,35186962.9004545,22305166.5150985,32889406.3389454,42976227.7191665,47784427.5027971,17841308.2365368
MB_55,28242.9072997272,8839862.06564373,13966396.9607848,12904439.0306591,9753570.40081143,5930599.21819486,155693.221542861,10360944.8332866,5785200.7936262,8630628.87422824,7136539.62070452,8033246.74929028,1372667.18207565,12830599.7121911,9148535.70061347,3027614.6054254,2249246.14768455,9944606.01028361,13066835.7238471,10421900.2053873,5644218.90431202,11810939.6623037,11577677.9350373,6374528.18322349,11980356.0383451,4799339.80873544,14752465.6764294,5745168.15048854,3874255.83975936,7491274.02973128,5968462.62782133,7803793.42954146,15787757.6780782,4744829.64280652,11772538.7188914,5586247.65998248,11025035.3352685,13155846.4834685,1989229.35618805,9938943.29651819,4408200.588717,6832428.62870349
MB_56,61056556.2517965,34479235.8366318,40196506.4194212,34317550.8593572,51605539.1084909,41859705.4233504,23726105.1433203,48993516.4908407,59761671.5637762,34630531.6113029,30313319.1104294,48817040.1094902,67184854.9047724,73565038.7205974,40912100.4500318,76748448.1693832,37903557.4296035,53798941.0270082,98754729.7267396,34883688.2221338,43107968.1341026,38520219.8141693,40862274.3200432,18910218.811655,57254026.9942155,29534376.3635103,46074728.0113503,20477995.5706965,40864401.5892335,63413139.7248579,37926596.6827845,20806949.6031568,48163114.1065764,68519095.1670915,47466721.3960811,48234055.2196055,35986253.4006008,49737967.4229446,54482130.5544875,42636323.1566899,58265032.1271593,25665535.319056
MB_57,27315833.423698,10971860.7814778,14334079.6148572,17288328.3624402,24041152.2505509,13214226.1228759,4734503.21065589,19367374.5552327,22673928.0018655,18116989.9534336,15373205.416465,5620746.93411121,17584811.3619086,6301844.23408828,9892640.80995014,18960481.6100531,13643857.6758452,21431668.1746233,19087662.906881,22682546.878407,12191690.1089394,22192356.0896313,2124118.37380774,24741855.4321473,24436525.4352459,28434268.7558091,32869869.5840915,24705482.5541808,9991677.02267638,20310374.2850272,9531034.55184083,16265731.9323675,20954333.1977835,14564549.8074477,10418301.492366,15869337.7897288,18727640.4942912,31542042.5780833,8991086.90636023,28078231.5344644,16815673.7757525,24020644.3370457
MB_58,6233753.4674632,4631529.06413089,4367603.78785053,5548901.8042765,5217934.61210077,10078666.5790954,5186148.66955178,4465467.78489284,4596040.33723089,5073691.18043772,5248265.41498236,3834853.64657483,4882640.07033742,4563529.17839911,3233564.85046851,7147635.13459026,6905477.59449514,5081889.03970943,4515266.40101423,4363570.46549792,4730841.94520361,6905653.38676377,5454019.47739473,8286113.48154421,5040446.39623417,7174786.7916851,5534187.54166675,7018263.41255203,3916215.73010941,7990676.79444156,4081876.72854223,5143350.44621366,91359.8170694374,3319669.81736798,5664287.79911574,3555183.12636987,5838888.88968291,7542144.8901457,8081904.0529376,7155485.46344557,5836228.85103089,6029343.90024927
MB_59,5726938.74661526,6085109.98207212,4592481.89659443,3592268.90848654,6271405.9923976,5070126.28663813,8345161.11597797,5072761.63588428,5529136.65809354,4200311.28546237,3799383.83273669,6025924.67627849,2543741.43727505,6624617.27864601,4727747.55837807,5378183.36921839,6743329.20698557,6709467.08922485,6651364.73704043,5300565.62311111,7820194.66309298,8375137.922596,4579563.06393391,5366531.35471386,4659959.56578538,5279723.75576312,6438397.79857199,6009740.26877287,6115496.78025259,6418522.89779866,6271113.37376975,5325036.94237687,4743564.09134213,4850804.06816571,4989563.14239291,3376553.3063139,5057582.45519098,6819703.04842911,4083228.8973889,6315314.71101139,8275697.3921025,4821794.32204145
MB_60,3416184.23595626,8149857.39491513,5130576.80227196,7045868.37836122,3676299.26808979,7291309.25648184,4497791.07947953,5938449.23893121,9928542.78257721,8250386.44058231,10513255.0342914,4646294.9866405,4039742.69024465,11580611.0199481,5846492.5870261,5552601.10985055,8516540.3870208,2809232.06972351,2977573.19274314,7843266.42764326,6940584.32581813,5315840.57540027,10536467.3924682,11428771.1338843,7532782.60936838,8794224.39218449,4964700.7910865,9116901.0527641,7524759.26400674,9304315.14527329,7017054.7960392,8597633.44654746,137538.756763436,9052340.06359223,5407682.68232436,8350885.75659196,7822082.24920872,7687108.24291144,3163985.8309448,11770405.5437253,11035473.8627015,3592314.224149
MB_61,3580010.79410745,4018922.57195424,3810024.51679287,4162780.30785887,5062436.55083936,6406369.23926653,5426106.83365697,4125057.89100746,3915613.0091506,5939862.06676356,4590747.16533866,2822212.11063122,4736555.49614636,3482785.56795941,4413703.14721035,2879933.12182167,4503796.80017536,5594206.76522402,2918718.12764591,5811723.7995496,5078939.235245,6547706.90592981,6300512.86512238,6571065.99460864,5237650.77581966,5276033.52685985,4019376.06340367,7465790.40646154,4369205.36028008,3682258.75678867,4554204.63688745,4201970.98345166,2904862.96939066,5739804.26369658,5058829.17561481,5408313.41690713,7036746.41542992,4289794.74267727,4772311.92971154,5418518.13530299,3780393.37871453,5119678.56607152
MB_62,5029815.27674731,12602045.5909743,8141989.8528419,15497418.1592967,9826973.6755301,15543543.0030241,14485126.7081413,11316627.9322912,24604828.4758834,15570244.7806959,17330227.0036958,11349631.4027615,1561276.09832538,9177360.60145903,5429988.99124888,5760884.26526919,8078885.11202907,3823144.82338901,14469104.6137203,18742724.4193889,709125.432145111,4412751.4804582,7727095.70180146,9072021.44999572,13770294.5960218,20010146.661576,6628861.79858438,14762809.9289278,6382533.25381374,8569006.55007463,22345871.0044052,7553589.91141253,17076549.044255,8401654.91071163,17645115.8437131,18134435.9899875,12848972.6511243,10826935.3368144,12003810.6716124,13189388.3855117,965996.259469667,10368056.3938962
MB_63,9198136.14039916,3906561.11394424,5364501.8388409,4794192.60133189,10709733.4042826,5670539.00504756,6459398.3852214,12340220.0834179,4659453.89353468,9490047.71178165,7357061.97402082,9156222.10348134,15850817.3568349,6694092.6454136,7624218.7464281,11570048.3705752,527574.078753311,9422964.92160061,8488823.94194495,2250560.19746517,6898669.84060349,9223678.51641113,2920273.38582648,9572274.97400256,11094471.7067002,7406030.84270916,6217588.18404438,12321434.2828637,5467891.81308841,21790808.7398115,8092712.53072446,14923367.4673719,10320088.4293716,12992472.8020632,11555893.3436601,12218953.5774194,7260910.5038046,6507500.37116418,4658626.63161239,3991410.23277185,9431796.53098574,5401832.71104678
