Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal,PM
MB_1965,998817922.858948,2081138904.1375,1505384812.65694,822922117.82893,214927851.61768,621669706.025333,1760834628.37204,1876165418.49089,550289264.910332,984545914.911052,246386310.289408,857323581.036111,1483722216.78745,1358428733.20023,970715014.907803,1287293897.12206,987433923.303514,1580639801.41434,533725166.810457,1085054659.87923,1377484562.62843,923857919.187547,763923796.815778,1602955545.12163,1019920625.41083,1167835081.86201,720704558.868149,1148544691.9106,749340099.836607,2044946065.04507,884142610.570977,708022882.295589,31057779.334499,1429679991.27855,1198149909.75717,1654783103.68173,704948124.524404,1622432084.54156,754666249.360375,742832865.168953,914849219.616363,2137897734.1968
MB_1966,10514967.1944198,11873748.9722439,11674775.6676873,8241704.34501916,9088246.35720761,17926609.8383725,12218171.5822651,11753979.3191689,5501976.36874161,9513902.3746667,11032805.0101521,15557768.9740266,16487920.7358044,8356680.41206693,6237532.91664212,15838613.9770485,10104608.4996791,15179735.8012446,13433066.2388966,12576324.3987363,6041711.27650091,7075848.12201468,8440306.01270164,9859547.72301729,23100333.066106,8933163.37472649,8234909.39277438,11374218.708272,8430246.88238601,11824919.3719518,11753684.2470655,12978580.2978525,4611958.79145477,14144231.8125256,12719712.8116536,18256866.5958704,9902650.14429591,16066518.1406816,2526073.12269047,2198301.01466079,6529513.3341941,8849179.49520048
MB_1967,41347104.4148071,3835316.4453051,34949854.0077516,19144772.4619657,31617837.3477444,12321725.7171258,12275978.070306,29976830.5555746,22949410.5012938,12654745.358066,28056754.0305032,39428557.9078299,16755398.8314719,59307694.4777745,49490800.1546066,21811184.539631,25664871.6977725,12112952.4009191,51300807.6802419,14789552.5547255,18548796.8126001,13993526.9478535,7395721.18301622,23062316.3203545,18892602.1056695,42995619.8064378,30210641.85532,4340891.08561064,15490259.1025464,45719504.5665441,28120886.4032794,1391212.72753855,35139615.1538615,15390132.040441,33741141.5395027,29171511.1881643,3179452.35097171,3193496.70226162,18963369.3639117,41242728.2181591,40650324.2882973,24580400.5108148
MB_1968,16290706.6954547,11151596.9427321,23576336.8135837,11151089.2551693,22575840.7893179,14619596.6628938,22714454.9579094,12686481.0804006,20581060.8730644,20365292.1414492,8162892.28535885,22336511.3772988,3694762.46147211,10723243.0762795,24073626.1507948,18754185.1038486,21334678.6785781,24292194.2245547,9271643.65514525,24878575.2881442,9709406.13884933,8115295.92042479,15547770.2499185,19302670.2261282,9335590.99408001,17833790.6013772,15494576.0900582,13550508.1456913,23638156.3238828,14374909.399418,7463057.43387412,21108539.3146729,13124820.0971831,23855485.9599121,18131748.6850888,14977005.0514864,5005201.35756091,13614943.9692477,19519081.7422486,11829363.414335,1478154.80592166,16188498.957952
MB_1969,5348254.50042089,21547900.3691852,14021599.3199513,15853472.2242917,16872432.2964168,24227854.9203756,1653461.04437136,5883064.85135766,30677890.6471756,7043359.00547412,8940313.15197215,10547896.512989,35360484.2129282,22456602.9268698,6542617.34076917,10842291.1932994,23823096.5837674,28222382.6033466,18071777.4471848,12986857.4910121,6708003.41651236,5344059.38267156,9780002.7741789,4799188.61921978,31156598.1226027,13353472.9598809,15866364.0122053,13645617.770074,23060612.0042913,21715586.538713,23014587.0475001,31161714.3454539,22980690.9577405,6956467.08834396,29201857.0863322,16034256.7888832,2738405.08362258,25920395.5889228,27565232.3601984,15997089.4788937,1474292.6345594,22259514.0434934
MB_1970,78864318.3282651,51650500.6378008,81634697.6551271,101850865.36247,110442612.81884,60649138.5157392,34987776.2293032,46259526.9735217,71165815.0219474,51290387.6394903,68588207.2568463,14167632.7622108,130705877.030197,29544050.3425127,27326808.6415223,81169737.2185996,134639904.822455,152024303.917752,77158821.2618209,77332097.4242942,89009678.5400035,64090570.2536733,114872298.049693,64913493.3118695,40961556.9768116,60010383.8549073,88594312.3495397,62615390.0785361,78247584.9530314,72234772.2938167,1532149.51480193,60987912.6034983,68350342.9547423,20137781.8891605,100479911.615695,97622165.075433,83030049.5865311,131799491.351047,65048337.2559695,67425510.6744965,62761457.8679553,81786533.5738447
MB_1971,16748086.853401,9681460.23222292,9301287.21275098,17690502.0053471,16663498.5750401,21293815.1699296,10631689.4317621,4840064.55726497,12699771.5034032,180870.559952909,29410772.011584,8547166.67427546,16492190.2616616,10294210.9006022,9944181.97005622,10515217.3640856,10537859.6138016,7667943.319269,9092111.2135453,8351874.4443288,4260838.08519319,10922387.7206196,9798218.59272555,13834784.602538,14552467.5159572,11964165.9721486,9267005.96675055,16483886.6350169,8417243.60889519,12033517.6716047,5541257.88115594,14365993.5905573,1888194.45210818,11148408.4324366,13301389.8915675,8332385.61564138,11735678.0551835,12069259.8148526,19490388.1988552,7934954.54599958,9778900.17139912,19033991.1679894
MB_1972,1050376.93184722,1460048.82383313,608724.302442446,2032479.74090032,743216.165478434,530927.551687706,627433.875229834,779932.950867909,304556.192914873,1389280.26338329,490529.765795105,1651001.72510832,1481919.43363658,1121416.94287994,251350.838828627,771886.748655209,2152963.90136103,1504648.39396749,2132229.73847406,1766379.61331792,343464.976435148,1601591.45728935,681045.197366998,403427.286155319,895887.89273946,1055739.84201993,701750.754216854,725843.999349772,1571118.18820585,1359262.01922605,1448085.91169334,365899.245970843,1449399.1110414,872550.199975002,1700108.10710851,1884329.58000931,252126.111740561,1598540.94090984,1029086.74388443,1001368.09822646,2160081.13739957,1273445.18165537
MB_1973,20401578.4152207,25098899.4286153,5446372.85077172,12808579.5533483,10610619.7619787,13398559.5574539,19708641.6083814,10443608.0083397,7798305.80159728,23396793.1734028,4184441.17158203,8208314.21831257,6405712.29826268,18713139.3781488,20364792.5283404,4101417.24616677,10522851.5424736,12794916.252676,12791833.0821457,17761367.1894282,18837632.0544613,16698279.2238118,11533319.5067294,8155352.65836649,23978321.6448607,6959285.65023546,6217361.2084192,12619202.3241855,13866725.7873941,11665919.1168346,6971430.63133185,4847018.16158354,17373955.0939025,11289160.1535143,13655118.4415542,5112624.02560592,10169659.930483,10452587.9863532,20174856.9888242,8563558.31925689,13463920.9700992,12439401.4250821
MB_1974,187999160.723896,68356320.3725927,84699363.3500909,112486469.503248,141307070.169498,76135333.2305909,86291254.7931362,94674825.0199162,124939030.909216,88937578.4861977,98473444.2255973,38710850.4871021,58767386.9568923,81387462.7560865,95470783.3880725,38531476.4807166,39666582.6232936,191625523.260966,55014152.8003428,120447375.123696,88566319.9989938,98380118.4362387,143399255.302136,90753494.0554898,33548475.4488859,60096319.4810315,120729253.157096,136908259.162936,66404526.5898655,104812816.135092,99312324.0973143,91304394.4214282,117303743.727903,151419111.331988,23565229.7525517,60338818.5241544,110574770.92893,101825595.548631,88893470.290117,70635553.6502084,23153041.8453565,88733000.6794702
MB_1975,16358752.3148859,17723078.4836553,9541003.08480815,7852560.97389475,14999655.3879311,14957586.1086919,20675532.0061732,15571107.5389008,6785956.43688438,24191522.8352708,16497659.3608446,19306876.3303186,9707845.05869041,17676470.4399953,14284270.4311239,14159924.5770248,17724481.1044852,17258201.0079675,9274413.21398955,8475853.42506897,15613157.3640829,16277959.6106311,14575375.409413,12877254.030567,16600357.6333983,9304185.74121067,13977525.0403691,13935416.5269919,16584912.9725757,10007059.2568481,11406315.2566703,12531955.5925789,7896740.75398816,21199641.0583777,18844317.022355,14925902.7408299,4859038.27707883,22133442.9460042,17590080.1372162,19685153.61069,17167388.2466951,11210304.1395928
MB_1976,14558763.8437741,5974450.29396282,7195898.54749493,9275118.91147429,7214082.17877473,8642446.16542031,10110069.2291034,5904783.13934416,5631555.94934097,7767222.52087772,9161943.22097244,12854613.2753816,10551731.2731032,9154819.42705852,9323210.88887388,13316125.1206891,6540772.18133814,5456621.17939678,7320195.16255693,8117605.20730617,19546108.9967877,6892115.20595968,5445075.89932153,7950507.48657107,12539206.5393868,9461703.51342149,6586837.34577836,4829873.36832584,6500085.00766372,8055680.90854231,12259165.9767304,6145012.14187959,9280537.53222532,8645405.04580395,5576017.75722856,5763398.69366805,11674510.5620525,8034260.7255561,8576097.75183599,14476893.4810887,6549152.08439565,6224976.93808137
MB_1977,89128607.1335244,11155277.4775264,34164844.311367,44162404.4378181,102987005.469109,60044926.5623253,77823643.6416083,28170597.6385693,50794160.7832606,47588463.1371813,95266478.3376523,75623944.1821951,16139774.7786536,33562867.965275,58441774.5144351,75329555.0826567,30772621.7106143,113086459.499388,77609565.4316484,78222662.0086846,75473012.052556,101334206.914314,65295953.7198321,4018843.57746265,91925315.3413841,107358894.185241,71787774.9777614,110804998.948815,35466487.5090183,62603680.7793731,33788607.141303,55105742.3980549,55350911.1106986,38895342.8398021,82856310.2982844,112776903.295272,63082364.5111425,29531056.0207527,74226893.0255065,70799472.5661248,98008041.4502272,29372472.5486861
MB_1978,8885695.35013076,6592196.11042661,9559043.44171275,9252225.90966122,7924617.7543786,8570323.37566937,4918739.87040997,10279014.7687223,15272566.4810912,14692550.7399484,1827728.99960853,9932038.24815418,11969355.353282,1693397.69855371,5835351.25938331,1842052.55071062,10972179.0778672,10301432.9320858,13915392.1922377,14037990.1014866,6801537.93742646,18239058.2987043,19917241.2114129,13104476.0814483,17435108.4429158,12999942.2413785,16962140.9889963,8493389.75668912,8572584.22537379,8924170.42031487,986522.523661442,10299862.6421777,12352836.7286515,1443218.98634553,11233702.743454,9191943.73202203,4808756.3347764,14135171.3029888,16845025.0126746,7899060.51730092,19106022.7070732,21116989.7490001
MB_1979,46241477.5464672,68889136.783383,12768529.2832083,66987786.4910739,49511826.9755929,28993007.0785926,51890336.1257175,16751501.4269007,52113544.4887573,46188149.8008069,39633910.2412705,53353155.0073115,12172414.5318603,33304847.2892972,45046942.9973639,25993197.9112482,11458230.4741226,37248993.9564156,61462614.7618101,26160443.3079859,31696244.2274242,71245369.2902701,47362673.3861153,38422421.3568443,31928786.9355354,54353223.1779327,54358719.1965598,43832978.7484461,29081917.9101638,50354957.5463047,24531228.4094661,21286705.6432788,53406054.2736504,65676586.1345908,41818406.2310388,44571521.248199,19819449.62104,38665744.4024316,36430086.2122962,43096903.8806633,9807245.59435137,46374644.5669592
MB_1980,54732661.004535,212138441.853025,233869412.30605,240972270.631167,245649691.331228,232873889.748273,161928534.794776,251906580.553823,143059989.53407,275324854.132159,87093877.3126802,133269731.68856,186511462.986869,153817840.655253,238324283.608294,167298605.757847,160749953.749725,188583795.800018,191936963.878044,153260233.707473,125789591.12522,312620398.071379,197211266.936779,207550721.723186,119661877.545276,104132375.569984,15989642.9448179,170478201.867657,193071174.813487,48342399.3372565,177393607.547818,179611062.291459,219129126.511482,198000437.065157,79832505.111974,206326661.063388,244596390.445206,33268441.3710194,143895795.837144,113876618.081225,163695847.059469,40468376.4208382
MB_1981,26053672.3582193,40355414.5445323,37538336.104265,45398652.2159235,31126054.0260731,42046881.3259753,39583568.4016241,35205432.3601821,62035241.5845468,57340712.5806324,34312944.227828,23278164.7478248,27037828.5276414,12224950.3393079,48537619.9411033,36356235.5564368,38117327.749547,44334537.6249556,4447404.85399839,58223131.1481183,55120584.4205616,42930224.4743718,28051406.3901611,24407039.2554128,70492104.4614654,56174266.2228068,35676950.5626203,25828913.794214,44515841.1360826,7648484.54384027,43261895.9843772,17953150.3533157,40685841.9047892,42673794.9672356,49066118.4278416,60718098.9882081,15259722.7927994,52439845.5598803,11314702.916953,21461791.9211028,62521995.3205764,36651805.0694163
MB_1982,42937576.5005258,36296361.832949,30921081.2708805,8562529.17432182,61160640.219926,59282972.0345332,139422631.513572,18296079.8723211,51121256.755837,53438879.2763721,87399454.1372347,29218689.0963075,81047211.674522,23527200.033588,36161733.949525,62236093.2058882,71428594.3840906,24708543.4665309,24714245.2750209,32000488.49696,35687088.054293,49240719.4121718,21458235.5213334,53512365.5879637,49639544.6019888,84869045.4501374,49108746.4163899,74180733.5316963,55881459.8273428,29577948.6915519,36875209.5813258,52992745.9716719,79281140.3526375,86480710.4134792,17083482.1082692,49308704.0470796,35408814.7225018,64176722.0111614,79551212.6154141,55768958.7619634,21561869.9989313,80776246.4136873
MB_1983,31371644.1517599,28003218.8439817,29629311.134798,17696777.2933359,9223832.39957827,21232757.6419362,35999311.7508191,14868147.859422,38400275.329753,13258114.8200559,24760456.8925903,30376843.5669083,45286421.3404455,22148857.6955372,31417354.3156508,18880954.2492287,39134175.5450606,18333910.3254884,6111875.37134829,47534235.6183257,17043516.7672759,36632383.6461961,19475367.6168324,18536963.795082,8712865.35006474,70721300.3112834,30513726.8622028,17852493.2377386,19184475.8974535,20350912.5084281,41943804.2277787,11147417.8944644,24659068.8181326,29823519.2568068,30541520.0825245,39082889.4207076,14825528.1697076,10222176.4112603,23660698.8920134,17077793.60122,43760660.6874979,16156925.1748891
MB_1984,415166804.55868,546603513.143267,499934056.650704,260734245.495364,631364754.830673,436898580.202982,267776755.638857,599622316.504302,363382002.403485,625255247.75233,235960350.488488,342333618.311846,715374270.236143,399219772.122837,484817432.746827,838588109.50237,445113361.15005,639469646.297128,328822469.678816,10993141.7442789,908953601.168006,541862698.785095,171218260.986011,113811866.183701,564201503.225987,154566078.949916,153201688.54729,2628839.69255036,419774336.235179,617255448.290508,141831659.399215,479986640.679443,581886578.780659,536046213.28033,527577036.535001,716831400.971348,221666516.526623,153656017.224107,141841676.235701,55450078.9755823,304348051.164812,103881765.127742
MB_1985,8901097.04203205,11213545.8040746,8525392.64605941,7049200.50343732,8729002.64738464,9214092.19007648,6975669.31320294,7504604.11644578,3589872.5675031,7719945.80500348,12994698.7592855,7537914.52750887,10156071.8986424,13089768.4494198,7872556.85164931,9530007.5864453,9774065.40471618,4627755.66829967,5258600.57656621,7448284.125853,6709381.21751253,8261742.66529445,6897470.89947931,10786104.8460238,8640033.85109832,8854323.37239533,3480383.55526133,11181733.328598,8826288.91811901,9381847.76463973,4324015.57923253,9002570.07643325,9348084.05648058,6020410.55818515,10159539.4109009,9986397.3874201,6196126.30285736,11148504.2901583,7076447.26271118,338986.699976413,7364131.41954123,10050939.248408
MB_1986,9108943.3668923,17300238.1256676,16261405.7003116,13824642.5178639,21633061.9492669,9510974.88165708,4244014.28375218,9146635.96765868,21688885.7273236,15143958.2789664,20531063.5949916,17318476.6001716,839652.094631856,16610747.6895567,26497734.8926333,19243433.6805734,10627384.5918734,12710947.615385,16300909.5724879,3604156.70873811,11961081.8513388,13488486.2125766,17888870.976287,14175735.4854805,846571.411823962,8460039.44150671,16179639.2931672,12898358.4941189,23822087.0683192,23274591.8918023,3159895.76432823,17901014.4729895,23563873.8171214,9150981.96452845,16347572.0282387,16133653.1155356,9827928.23962976,16123029.08153,13245621.0612418,14083463.4275965,21378795.335131,13069089.9840547
MB_1987,216815258.139711,302476512.535144,317104858.492131,1407536439.25623,224201603.682216,392055451.330672,214691689.586131,794201608.015662,107512541.208653,348061259.003515,103187201.12114,289054877.755841,214244035.81606,89607074.6401547,384363890.577794,751397865.117805,393537369.854077,365584438.302694,363236801.144963,251398374.206971,68684432.584842,620059312.907799,11798906.9626974,446822397.8534,380663728.879186,482154849.962227,619364121.338615,149278108.989334,419103973.836588,373770018.602944,472162642.946384,273011988.386589,358006131.195019,847736608.508978,268125467.492932,521486839.732556,177482732.696891,447191906.85874,120305986.00663,75789790.7161115,578996577.934897,305144922.653475
MB_1988,47696481.5208842,53336965.6227211,9857569.04773381,72165864.8261134,62046610.9710302,67135425.363956,49169096.4995192,50818401.6829478,25384458.6965927,103961920.560894,70427580.1049994,2150554.59756393,37172435.0452067,27004697.0609125,29198140.1785966,45841373.8418017,10427361.1372534,85449985.3726021,16474513.1680165,54642555.0962812,75805511.0389176,11370816.0857594,48805128.5254738,41502685.0834138,72344489.7183236,60977927.4517725,11825147.2677362,31114493.9596078,64952227.7951194,106003359.349984,83804681.3992806,27626508.2865475,57416922.3192521,106001675.430284,10685777.7082948,19355236.4659071,19783949.4391001,161279133.822895,15165831.4496466,48290901.8626461,47997090.0468937,47172673.4180562
MB_1989,24176620.5546527,17010861.3598865,23027408.023474,28686842.6697173,31921470.0854253,12778072.3092123,33948226.2275845,32055868.8829327,18226481.6897797,9314750.4082634,24684870.7383619,18388062.5910317,35905330.1106433,44541423.7461992,13450832.4155573,10826985.1749672,21168754.417208,12901274.5766515,30432433.5685834,7782678.14483912,30281067.8365863,30609365.8176689,22446194.7606967,28850018.2946614,23258505.697708,20463125.3307817,10419230.4688638,28039739.0954453,18493213.4534896,18910828.4151013,20993821.5415404,5032266.19546401,28971718.1109528,66776.0904865079,13247152.5132969,27099425.3618292,19908912.8259397,5562688.9590739,19389957.0496329,32913941.085897,16721276.283882,32951250.9293197
MB_1990,5197524.00533057,20620454.2885851,6470237.46148014,14122057.4318756,10180614.8464269,20979834.7984298,7900494.04020521,14487029.4488676,21251316.560836,16922020.3252814,10953638.3957715,30146479.6496768,420064.040988166,30403830.918898,18930633.8557763,15620678.6618906,20985466.4189281,19813757.8355912,13215818.5909861,15916883.914923,6245394.64698143,21611210.3565432,16307878.159398,18945630.9760924,1446051.13561427,11303930.1313718,28257885.1678859,621618.282361045,28483048.5876039,11393426.9887997,9354470.10874499,22456107.1333997,24396348.2450252,24175295.3788461,10550466.5859249,29035529.1993193,15936794.6502684,6338741.05857666,31418573.6760661,13928416.7612643,2456416.28433743,17108732.2516603
MB_1991,11540424.1707963,1927760.98848287,5037917.79865947,4679719.23705417,10100229.8159555,8212055.34062521,5530332.29714958,1209065.39963941,7644697.31284674,4348203.32328607,12338564.3128519,3883076.03973336,2530527.04832726,9620868.42114792,3691140.46288307,12940147.3548709,2718047.10242571,7033688.47180432,6813289.66471034,16776341.2131885,7674342.04869857,11809751.6292661,10561237.314681,2147135.55222627,3046662.21664401,12144325.5081224,13622645.042911,8309330.85421949,6655768.37097566,8929225.30239879,4593340.22543301,13390557.5503069,10898299.4062778,2685298.49668345,6861522.72775333,5570140.69749759,8243757.19764785,10091003.4300709,11086955.0037559,13441914.0889858,10968281.0423942,8207798.7771524
MB_1992,162687683.318618,22430902.6403311,12203084.1814725,12657004.1040667,9182578.59223989,20040454.9479617,36207594.3281955,30744321.5337308,18332849.2686439,49369614.9646331,56182761.6927042,7790461.19729432,15752968.0062965,21826221.2865218,14754723.7789442,27037171.5035729,19289436.6236253,18721425.5736434,15027677.9388083,17593738.6398288,38339872.6563908,19698716.4777599,61735042.5158395,74309239.4694119,49171449.5409975,78307280.8002346,163450621.808778,18342451.0309985,36489478.5693236,22193576.9802455,18482614.8632209,41341493.3947661,19182961.2409139,29138371.2758496,31790996.9781232,35093740.1523819,57663149.7801455,20945531.3734755,8343895.95686505,29569038.7367584,32234282.4442443,16349470.7723052
MB_1993,21739528.197203,31761825.8366019,16312366.6483607,47811722.9242263,24468492.6634094,42126225.3300579,29499095.718687,39058021.5052837,29032756.2444602,4629922.74792501,43468317.4920271,41691605.06668,21196756.5246888,15326062.3768561,56903080.1441635,67276917.3512681,56605090.7281525,35553066.0220338,12199044.3886604,10492054.96579,48815866.0208158,15759938.4803995,23084689.5897793,183243450.812644,19984774.47492,35680171.9166535,132598199.904647,34751114.6386264,33547626.2110978,24125086.443373,28856934.3799722,155160642.54479,34687154.1836437,30935066.23573,22866364.0797709,24960005.3513386,38836105.6511927,27357754.5433186,35355242.9924524,34928497.4212353,51944251.2050569,22672027.3444894
MB_1994,39301729.5101377,5467587.13760174,7653986.90326864,5185584.8270521,8925371.15240256,24947192.9589633,27188554.4065202,73036569.5178838,7846679.80919016,2235754.28992501,25307812.2545981,89185613.100682,141637560.321035,17482555.9914221,79860588.8063909,38679167.2211655,8917133.51562431,34153072.3594034,10204642.8768802,53882628.8877786,5493333.95205513,21188739.0460228,11664489.5991996,301516788.350647,18572663.8248603,9173102.73596408,153379372.530953,17234112.3794673,14420789.7002749,23900308.7287251,15375916.1759536,196530626.085855,40283585.652535,6890303.4939505,15302309.0754391,24396179.3151598,25183640.0574445,8510960.86138464,13484541.5505516,20739130.3434448,15613354.6027589,131569682.600393
MB_1995,3057103957.71005,1063359433.63914,898409835.438323,713439032.732407,954118841.416849,1012512401.52062,640792582.331327,1300747877.7309,995223361.790529,2491472470.68369,4527901197.40575,1787255186.83709,1202653075.87166,977921884.500625,717762231.678893,1296051788.92399,2977311983.2074,1550568722.9263,1444742616.57905,845455191.105473,1385541279.10593,711969941.622917,2573651944.18888,2185074424.83804,2119134414.70344,3874426885.63273,3632152028.09236,1131079525.46444,1509076401.28537,1268625958.16879,1022879522.23339,1108306467.45032,1617016092.82112,1431159447.03563,833939272.84951,2443102932.62692,1846349740.10352,1221975603.41338,912785254.853215,733010830.15736,48390741.8155595,1386754202.94732
MB_1996,1401942900.22175,2107786419.1974,1587384833.32978,355201560.339975,1128556159.20944,1750678848.60114,971930155.932994,1367110915.5876,1677192482.67843,2541201029.45827,1125917192.00156,2008119828.04444,974505983.535951,31281025.3134351,3624470608.57099,1756724965.78032,2787972217.38751,1281864889.18587,2905324912.32055,3252604771.73891,1304271522.85624,1213766636.30082,2069988761.92495,1569072653.22894,963827020.417071,1771805966.18439,887138564.699475,2127647097.19672,1642692978.33654,1514734816.99949,379867717.777792,707360859.003332,1269200655.42831,1005341687.10445,1866080040.30633,2090992135.93524,1654340515.06815,1768072510.89409,1431435628.95178,125720333.059623,824023018.91928,1320420279.21233
MB_1997,84860062.5291684,74151160.9132078,33560953.9052888,28378848.8858268,150349514.1419,32104619.0021334,93923896.7999733,88271541.686136,94834254.5975069,43223992.745999,112880728.04345,193057730.225129,54288907.7521591,80678904.3782761,51822467.834072,165966060.994852,78882206.4401061,76476187.9560811,127577204.509844,35154148.1730374,74848472.9486165,50432701.928789,150032254.555704,52939955.4280806,173197826.218218,104547934.828995,116344027.460006,60707950.087395,478479918.169195,223137150.924187,70590357.9921279,41669778.5071834,53598457.7653983,124242861.883178,617679688.458975,89409300.0549992,241593627.92044,55705307.0364794,104966222.833342,132720371.511598,6794492.99684049,52562619.6304579
MB_1998,22268973.158318,62971261.6952509,26114568.1753778,48475211.2201927,38944537.2152876,42472065.0968634,42565679.6601385,27905903.746316,34134468.7282764,48504160.110403,42100086.2644047,28308888.4999164,34395358.2641948,35275945.8959635,38194062.0320377,37132282.6791669,26405095.2941241,51714643.523676,35753334.8958708,36484165.2729397,52695851.6531968,14507764.3224352,28793219.6186084,38168117.8874793,34596231.4731687,32522522.2918916,41813063.6011836,5652704.12913913,22242287.9001417,26777890.7671547,18769434.7829017,338487371.057705,31170195.171052,8540648.37579855,42764287.5891707,34902032.1118758,11792458.4801429,10569404.5902203,29572737.1069333,69514626.4943983,51589659.4979317,176353407.403576
MB_1999,22590869.2092901,14880998.7526072,17080499.3055612,28736734.4237932,34191851.8366122,14344373.6637772,11224288.3305368,29011817.4748684,22836345.855032,5879824.20070545,25400335.424035,12899636.2769326,27034680.8065696,30078289.1559298,25515182.7011112,13697847.394047,11653502.2115581,27883536.8917806,64435893.8556145,154625575.959498,15868441.3187535,21453341.7775132,26055374.2559736,30893224.8487786,37542838.5520115,15145145.5097358,23948696.1965662,17397621.7008106,13537220.9424437,14079259.9270857,16409493.4307006,1049662.69839077,42527743.0464729,22323777.0508404,38488078.411621,12958648.0088938,20366842.2858006,16614144.8733776,11127072.3909433,15508220.6333121,23982207.0996371,520079.487426803
MB_2000,5913777.6204397,7374140.40035396,4986473.22696118,5982717.51136895,7562578.07732756,2883463.52241494,5088771.16214701,3429948.28612642,4892586.57246541,5011454.4874894,5919825.97994607,5475966.06256057,4883665.54703428,4107837.90565742,4579982.04629138,5412772.19600461,4017378.61470771,3870778.10431733,6263548.10604918,6110501.44156635,4097329.26889998,6171591.34082583,5073407.8287729,6457110.62367872,2952546.79644419,5862424.03222138,5874292.42814746,4046274.28478323,6011574.35093154,5691532.23352921,3702566.52213351,4865501.85959731,4690813.11523188,6941830.69447466,1571874.52302319,3416872.0425448,4767853.36889312,6066244.29600497,4810187.19011085,5532471.38513159,5637503.76611624,5653659.16871098
MB_2001,3687397.82161653,5913398.5702242,6213135.27322113,5830371.60675918,3549814.14029246,2180461.72035145,3970772.47871898,6432154.11487748,4127480.83991983,4044966.7758746,4089903.60120593,558468.936575604,7907718.92631567,4361742.86684698,3511281.9655584,6613946.10568226,4167145.07340549,4892828.86094768,6572742.67132588,6872553.94790393,5004681.74005274,4402835.04727404,1228547.63602796,4359021.54489634,4719863.78740726,5452080.5995514,2932039.07257332,3975758.63370518,2903119.54084123,4176816.24689668,1348074.03071938,2819389.8410962,2204292.0434686,3930106.11536211,3777977.0625412,6817796.34105494,2165500.0994083,2887654.12904293,5320434.28421699,4563207.26583768,5397466.67531305,7834787.19372935
MB_2002,19828099.4812438,30597716.906798,24765386.9989833,13613162.7334433,37984408.1637487,20353075.8101381,210838336.196056,21446536.9828008,9721623.31623707,10812199.3748974,26147387.3073103,7736052.79187057,564364.885884322,23250668.0872378,35225846.8256547,6212450.7218944,16022928.8500094,26584322.7776495,8246908.51510986,11130842.6008503,6908631.15517501,14720040.5951012,10982551.5817874,3722979.77861495,604868.787897045,22056060.803483,15913069.3569509,27471882.4885747,2316529.94153624,12877614.9957207,21881546.715716,31030170.8790153,45314942.745068,14265098.2500761,12524550.7561442,10382169.2239224,11251216.268531,16071958.9301064,9576108.06904908,3821950.9889135,7765518.16932413,13768002.2644306
MB_2003,3413607.45331765,6012001.40682756,5086710.31089825,4544134.38848486,6766634.44999259,9926868.69718499,5637639.84518201,7364119.18586317,9503547.63013107,8818105.83429845,7536023.70863593,7411478.7297421,10924603.3519419,6359549.05396357,75671.151677371,7971280.83301421,8145409.21291333,4709270.31703397,10314046.609778,7378749.99180973,6807665.47373434,6745786.75406558,5640436.53148586,8325212.68792857,10253697.97052,7591426.09409109,9433102.61470482,10001144.5463975,4740159.3541382,8334526.5402711,17066262.7536429,2026379.16203894,9017605.4590892,6139259.76683388,6904256.84173727,2338959.87804547,2569015.60104693,4700574.3002552,8593447.37020814,10445936.1335007,3292961.67664434,6718556.48682651
MB_2004,13541057.1474794,10665909.6832064,5119745.28837343,7493405.00836722,7973558.31088144,15603673.5767966,8144132.25712705,9263752.3918305,7843277.07280097,14307680.0268302,14277326.7271383,4896346.61302127,14629024.6631987,10632011.1651025,4699812.25291881,12266402.1139681,8632176.31967885,3959509.274045,7800971.70913469,4729438.72766827,7925673.5865476,8760042.05239497,5256964.23853427,6250352.10907195,421313.750099629,9253146.35943341,5380732.83571303,8479257.3640201,10646558.0247903,7385310.18615776,4763735.37496961,6891277.28567971,6779313.67321115,8755947.80436568,10976800.6986222,1804670.07814617,10497571.5114021,10442893.640319,5249269.68359818,8603516.60217457,7388757.29311757,1292497.04242208
MB_2005,138537776.130289,315948393.319445,530008485.55288,449339696.775048,388260637.328857,425314280.78336,269414489.920041,242322481.668643,214760693.305961,404058598.608513,441610951.660635,272123130.641133,245101682.026532,500091258.107247,358719233.452803,375711003.415348,177607328.062821,152006982.068956,287265757.193724,262840032.312376,227028633.437808,396638484.780884,425123094.622195,306248156.415162,301442458.219553,253115617.959969,355306732.982957,27698825.1733952,316927773.167187,91986259.1886836,342991024.749151,343227443.281,124396732.072775,56504724.6185725,317750966.53056,379397695.314394,424306535.668557,180268605.991192,374736735.035159,227756402.232779,172905390.719286,188885096.686223
