Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_56,6014977.43577842,13501326.61498,43531325.8611805,8440867.20702443,14273083.8658593,17393432.7145121,7956439.40312993,13049703.6599616,8791369.97314775,21105247.3582164,2109391.44836131,6252356.53187605,16584047.0371245,24639059.0645017,10152389.7135576,13624608.6868591,250800.425046293,15900501.1218068,4408442.36153156,6912338.32682333,8538595.64584485,65938995.4390032,11426210.5645341,10687983.1312818,7027257.2895581,6497418.36914076,27312810.8829408,4943798.08282225,9339170.2103658,571321.840790546,13368483.3056601
MB_57,7539642.72786526,4924399.4085286,6438112.08126006,3652804.20256739,4499824.6851004,7993106.90096206,5756639.38259055,8509370.4234859,6657942.9143097,16939058.2509786,6627299.16625724,6424958.49833503,6052274.61902574,1151978.9452042,4727668.35154788,5016940.77138656,9564486.33944218,6468743.48689445,7756111.13255843,4564808.19746129,6383229.34861453,7412506.38278374,6335488.18943811,6780960.63012805,5529787.87596894,2444016.09970298,12443358.1328444,3001006.94487647,4320835.58917707,8935231.10958194,7880377.33782746
MB_58,10228455.6719276,14284246.2377239,23330249.6557722,507671.303100372,21121655.5689788,19641805.1890934,15752788.4700121,714454.474296857,9995262.68957546,2432567.5890231,13952756.6946073,11960130.0866303,9745830.12018408,4883214.61121441,17492372.9436222,19763150.7341566,11716898.595481,13926325.8421298,9014886.95260911,12123330.6976011,1774553.38827636,16123979.8934336,1430448.36107868,15526272.5270779,3912991.18694353,14347329.7667039,13399447.087049,8439465.27497711,14054383.1361748,17798404.4149268,20237280.4177137
MB_59,6227796.45630826,2635955.84755985,4951768.32514974,5865099.50663708,7120697.6622636,2410857.7315871,6757919.35778626,7296752.10952734,5992522.73195102,7857074.31367253,2774479.35482434,6231961.40824084,8852596.73178893,10851139.4545066,5933411.02695102,3476986.04533209,6442752.07434468,9483886.80487034,2684038.40613589,7211001.12422441,6668950.67978594,8294672.87171117,10779073.040021,9700311.36300621,8328078.0125249,5371517.31835753,3797410.42511286,9105082.11001768,8572511.35094391,8563907.96651148,7863895.3863388
MB_60,33970011.76928,146868066.817907,151317005.716512,58728650.0472037,211208460.498051,216755513.107234,114992584.613515,117704398.630496,78438348.1827787,60325879.1583583,122969717.893952,53717824.1795863,125150831.899138,93217496.678342,111834587.461878,53502182.2755033,104684629.436337,132128868.76326,60223000.5227576,185989472.669741,101559890.266443,99941012.8103327,9433132.70267406,19510944.1679318,246473089.698121,6476024.16878401,43090708.9665731,19090260.0538659,191465441.54936,151667972.326753,140208776.59883
MB_61,559748258.881142,181109848.271829,317973388.339646,118166580.270473,186299842.167906,62190843.1423715,182755268.760389,461503153.096421,312092297.650086,205039565.086256,71965973.323994,155993134.668864,683478123.51312,216870159.42527,303184987.327371,189473770.653171,66457633.090517,431221433.006467,159884522.6481,714737758.194021,92007303.3726212,141772097.97491,204433446.819496,26799995.9815647,68718364.9238085,136184048.551172,63147580.2424371,231804181.38746,258566374.697568,194173943.440892,13130193.9548027
MB_62,18330264.8770693,10574609.4231227,17915360.0104174,8201154.08243328,12607425.8106,17344968.3256963,6857137.7688571,14952641.7543581,1597087.19331026,18956744.9014252,10292752.4164278,22653305.8919636,12224092.0559674,10938864.8100866,15864320.6117011,4108734.75321828,20256031.0783621,10397254.1478368,23198336.3898517,10836959.8140613,11234518.546066,16605165.3577401,15080363.900978,6206326.70161255,15489337.9997009,450241342.322314,13933977.4971561,63793428.7299478,202675790.578117,14070438.860464,17588568.8358308
MB_63,13414816.5020066,11134553.1307718,18893131.845506,24724101.4497747,3277369.81172452,12794418.8381493,23284395.7988638,8687876.66132817,27999211.202411,24644778.0969447,7670174.60611554,27468765.8700282,24056638.744514,53879886.554698,43165678.483104,22266556.0516728,10936281.9597541,11263938.2961599,34992933.2902911,22661979.3423467,28306607.8760746,27253211.9073583,6655556.26698509,23492640.906987,20657523.6485227,34304954.6825289,9474441.17546267,8244871.82023026,35083027.6766175,15879241.1933175,28062946.721884
MB_64,22076498.7260641,26281341.8121795,29904123.483606,20311915.3721247,842705.476568758,31186374.0097981,14314790.7546103,20728560.7138053,17654020.8703892,14832186.8427327,12264138.8165052,10228123.1595781,30792275.6409878,21185025.3344406,31572729.5687108,32422248.8696974,7137823.02243343,30627807.1030118,32990505.9359523,22392167.2857338,26062017.282349,24551386.798136,28466626.3516326,22585715.7966218,23337934.2126064,16761936.4353129,8324587.90871471,7855489.50337513,9120576.74172079,27809834.7030027,20232474.9914127
MB_65,5362345.94303867,7043097.15760299,6377879.16666506,2161139.30552697,2399119.22414935,4648221.75803142,6495879.46494554,7629626.46808052,2083704.16130838,7095725.60903074,5577212.18389702,1044291.62315913,4566500.01905527,5548938.34577707,5671550.69672075,5849745.29399495,4687445.63655963,5652837.54802488,1638369.25445079,7345588.82994585,4126588.30045906,5968035.08445825,7949407.68219903,5708438.46968553,5168040.41410693,4624183.09350041,1393172.14607366,9416778.3645228,8292960.5623531,6033129.04629311,2813980.18847805
MB_66,3650047.96751533,5703574.76152956,8533849.97168282,7988754.27747971,25443452.7078729,15191214.6247241,26901926.2199463,12514078.7894168,3458214.65737617,9818048.48455796,23117909.0681602,17973421.6090579,17540906.436167,18588309.2808609,16042735.3093907,14269381.7108209,21386024.237507,12946704.4590983,13661642.0412871,26636040.5018116,27898062.5181292,13849616.3545156,15815335.110978,10831832.4535807,14334351.1422117,18640581.3083716,20413057.9715115,12572188.0414392,5443666.10936835,4320984.75378783,20577499.6574626
MB_67,6597552.71695415,6244259.20889983,7392509.15321256,8386001.423109,8322445.43370223,5885919.38198353,8686575.8239847,9321258.16650691,9245449.85206204,7227288.07454328,12896178.2603186,6124690.02585085,8272818.1689737,11594302.5011274,9720925.6837448,9074052.54536931,8660829.0902493,7500134.78082451,9005907.19163025,10456211.1833594,10195729.7971841,8559526.27457642,9758824.00180629,9738250.59451424,9833144.82000733,40109432.4220517,11091892.810558,10229602.11718,12907068.3996455,9181971.68809794,9718882.75170327
MB_68,3029860.06592765,4555645.76111027,7355809.77781084,1637032.57784969,3538786.18901278,7640446.56540359,8293590.64544632,4712412.60599037,6974094.68741772,8686218.27942682,6150774.0556819,5584307.06732338,4894193.12239295,7042581.56208041,6080355.09458118,3740227.48911308,6915759.79384805,7132237.08238716,6633568.01242664,4432316.25704614,6353106.87289602,6223004.96788837,7912309.14833391,9962143.6392216,3124681.60933807,5976158.08426752,5049022.25788799,4083809.2836096,5280784.05689816,4711420.53075766,5573584.44161392
MB_69,5226729.98256224,13324997.2570423,14941256.0083472,10875261.3174389,17353950.9893862,5906089.35766796,18393359.1739817,31454958.0173092,20254948.5246938,28161848.698923,17667149.2197389,7831400.79668968,41427904.7950158,14699910.9842451,32172007.8852227,25522421.07961,7358979.44604992,19263990.3044873,9565391.21730381,8771944.2259458,8154722.06332614,22899435.9016938,15744486.4478642,20402766.3326754,4144513.71250837,15437863.848012,28309810.2285174,19498327.3490826,8583354.55924883,8236744.32857293,21770172.9348338
MB_70,58727673.5227154,80430531.3475375,64738535.7789175,10310921.6726489,87487211.1103204,21247255.6184569,22888088.4772596,52116840.7295426,19016376.7771155,42256809.2448869,32863751.7826818,14782482.6012432,18529013.5588257,43113435.2016065,72250429.1287064,77166001.0215231,52030330.6038214,122773539.993337,71055142.8380153,56731557.0920303,35693910.1205616,50245384.6168976,70034530.7996231,41216661.1235241,23839650.4198501,10520913.2776359,70606817.0747533,2205872.02843811,110505307.260155,46879935.865167,13361351.3869534
MB_71,9638410.43619394,4687066.66114185,9463100.45462427,3294609.54357723,9444529.94748276,5360512.77691167,8749423.75468197,9711407.43858936,4081316.09519087,2138040.92121932,11297286.7560473,6047848.32164347,5008053.18642754,7316317.34775719,11884016.3423174,6001297.68793966,8318352.10196752,6236038.76386782,6570885.24070627,9139315.57384733,9830681.17571291,9090252.42607457,6584366.41250278,8665935.10417051,5714893.9382964,6965029.46454781,11176503.9963744,8879133.58505056,6242736.64527957,45894.6233778019,5489783.78327452
MB_72,21782940.7514075,34471335.9903951,56435150.9824984,53656428.8929979,27385951.7959438,25367424.4262306,13045623.3119465,43241558.6157906,37077171.1635956,16385259.0652922,34491981.0213696,15083881.0541019,52433405.4468363,45281504.6190122,10903247.3855945,40177767.9244953,39304800.388352,38786156.642677,25420394.571742,18667386.6524348,47383103.7259565,42372064.6602423,12205514.8269875,36301812.3514078,33788409.7657212,18785719.6349041,47929205.0662194,52901212.1093108,13968493.3781351,20250918.4138497,24469692.137101
MB_73,2626514.48371272,7958564.16199689,9425315.82736731,5229324.45345043,6552458.37139486,7748055.59010079,4624154.39596613,6403951.34426502,8697417.41875381,3479771.43528151,4916882.49299842,6543647.35173135,5707924.28375806,7704149.71179539,9281288.35127141,4838223.64196884,4581643.47300331,6586293.35970637,6114814.06929413,7532430.20525889,7816694.72460578,8827736.72112639,7089311.28515194,5405963.17837837,10386845.9699392,6565214.11645067,9340430.19691605,9466357.20391494,9267368.00955233,7703460.91926118,4288015.82694011
MB_74,5838794.76865772,8516011.75205868,38866463.7255099,46358422.577803,39547060.7816552,5504542.71659038,5514215.3576449,4350508.03060852,8380850.42464247,6479834.47275197,5139157.29398912,4736889.85332628,12326759.0771263,4618545.04883691,7260273.29917688,10788031.3912649,7936057.28343237,10213760.4354449,8176765.88533952,5238976.63846259,34860405.0728123,8492619.96837099,6766290.41491486,12822467.4071134,8324887.33548676,6567656.66997628,6311912.25726002,27181488.1738709,9668151.77668995,6980963.99299979,4646224.84168515
MB_75,31697436.441852,29182127.2105833,83481232.2309393,70000112.9184107,37458733.5862965,47669060.8891796,50357360.232176,21890772.9534393,38227412.3115473,61018482.9262226,7131087.17175339,105661420.112901,43084318.0317315,88044252.8762987,50365997.0213983,22049736.7742233,85051491.5520267,49438868.3225892,6764479.72727645,6518288.75124141,43122319.3174353,70579955.9371365,23329672.6716031,74967020.1855378,56400797.0512599,33076629.5318499,21995559.1131364,40173562.5628285,49197224.4203019,19811282.1624088,44216679.4236695
MB_76,80310412.5716212,3455523.48694434,19969752.1695227,32688354.1560422,49243878.4188096,69862869.9774898,4571844.841302,13171189.5542658,62775083.9300735,9393584.48688582,66124996.3404008,3287731.03944913,3716408.35230257,37572755.486656,5463860.82318262,55037412.730953,15087421.5461712,106807211.135293,10472877.9917801,51876770.5598196,14361034.2050296,27575624.2248105,64387025.9296684,76228308.9287607,50093382.9383795,41419886.3924943,53523971.3478962,62087384.8468928,22734394.1314776,43648848.1235564,53802148.6783233
MB_77,5141956.10317469,8707736.55778682,49239595.9154611,27598683.2471052,80984158.9244484,23761591.789322,33342215.7992995,39309926.7736765,18612253.2422123,42163105.9046887,41570309.9918638,11642621.2467358,18371924.8444658,30443623.9291666,18686102.8924984,14756901.6923917,13018819.969608,24434118.1185368,17680848.4374415,24142498.0682764,1557123.72617842,51342521.8378574,16058635.9005296,45485744.7620024,24569975.1252248,22243240.9238051,40545658.7488329,64016232.9766516,104472357.101586,28412373.3564897,21387759.6489848
MB_78,46934509.7285607,9497677.01717942,27722245.2344514,21636142.7050238,8842928.6031045,8113040.58726354,17889179.9062182,5850747.92292999,40134812.8732132,1291765.65093141,29501941.5519201,1893602.88552051,16908199.0563947,17416386.0146706,10988287.0190626,20109033.4464049,20206894.8855475,15204260.1856185,16072986.0389671,15510323.8224028,20871565.6598606,9870713.14135858,12704162.0636655,11704901.2668155,14799275.987253,23823176.9106537,32940498.1292963,18873950.9826268,21401576.4388157,16861236.8733556,18191013.772919
MB_79,39647132.775328,8189536.56089989,23015920.5509451,44484169.3066472,37224155.7489208,16158667.6908492,27828488.1376653,44287345.8874646,19162124.3005962,59596625.6858358,50280331.1420525,1583575.75591874,4995709.63501451,67567561.8498924,36519403.7930658,31796968.4270421,55361303.3808537,32264138.722314,32949259.8185645,30118751.0651285,56146544.9461017,36441475.0304157,64922339.1570317,43315955.1451935,29656872.6924591,43416061.98471,72434132.7739145,31507428.7287586,39647408.7173393,55611909.8735929,32591205.9058077
MB_80,7270529.63442916,8421876.48229097,7713540.75961743,15639617.3750908,14811875.4969445,7387324.91528904,39819994.5069839,22555459.7482874,10194550.2661785,29908803.6358731,13207645.4040891,8355644.89882342,6301952.44062609,25869447.4873833,12179600.9749668,11707614.3478464,14895361.7589879,19097400.3580515,18391904.794928,21091937.6804114,25907498.1146462,13162367.124277,22491480.5238168,29850673.2551552,41111751.4621886,29231149.18246,13654061.2703497,23239055.7784984,17960396.7081987,39743575.6744013,19697659.8260441
MB_81,134007048.158875,86501517.9994784,148205105.704306,59306977.3757753,124368977.306266,125511406.263141,166128462.994411,69177934.244212,110541676.26497,141981531.232448,92899563.5798332,45322804.035803,144100700.973127,49820217.3596435,57110519.5459912,51120533.4664171,11583618.253697,178336044.783006,104448672.415415,97384845.7904849,3069228.67840554,35663655.2270925,105918183.523105,44827829.274172,74423969.3711045,15462536.4627707,88818535.5233702,179831920.975097,81155562.4159254,126957033.311642,121056348.526735
MB_82,7543955.09103726,5720853.69006135,4986220.90276048,6013408.02923352,4935346.83949174,6490187.76756597,6222352.59527104,4509968.00848529,3577597.84122119,5984510.26250133,4373856.8828458,3678449.15788774,3085990.04251927,6676031.89431333,6125882.64164798,3976141.97519262,4613787.58537091,4682248.43868326,5320626.60836809,2094474.81289095,3010985.91659307,3816019.45356553,6203067.60088106,8103229.59458574,6397893.95307136,5573287.59267832,6588012.66114867,2827075.55517863,1811716.94730547,3016974.39039217,5811749.72316976
MB_83,6343568.2803897,5990122.48089431,4270694.70671771,5207511.48709181,6905616.71129056,4556263.49890585,4505519.49115068,6529177.94067291,4391693.46155701,6146946.51485914,7108117.72016987,5157602.9700017,5678652.4508644,4514597.95131365,4448278.36802138,3657468.132118,6971629.74957866,6297636.41431743,5439559.46328142,7539569.6177835,6453963.39664977,7647792.68591828,5410345.67588936,6341697.59660611,5707579.02085683,5403875.04503375,5963289.91880338,5550164.43590558,5917425.35804269,5030406.73995632,2148628.74718163
MB_84,19369618.6208712,9890655.88232972,5145950.31783755,9689855.96150897,6890152.1127661,5533124.9494764,14888941.3632163,8849686.89650691,6654302.77205033,14129419.4241962,12470633.1826011,11487393.2384691,14490623.1075444,11270769.9807552,9045294.70388894,7353485.58116484,1569956.52390784,14564417.6834972,6016785.52258885,1013648.66677984,10448268.5333819,15904491.2326177,9569182.12735206,1439720.16480845,14556773.9753732,4039204.68704039,5332490.85335771,10528421.473111,13619010.1125012,17497189.664875,6047014.28410732
MB_85,9721976.31740065,18442149.0254963,5983541.04298225,9612877.65233529,13595627.1377657,6470016.27932063,6991888.67789111,6404938.98536249,4976201.65606829,7898723.10495612,6540961.8951314,6910195.40530789,4177472.61891556,15024049.2361787,11306564.5897589,9317885.01773594,2307662.12877213,2084426.13007523,18829350.8461652,8072083.89476424,8497777.03279442,12619767.920214,14242561.2153158,13161892.9688031,6572136.11488705,8435825.05087413,16147432.7144314,9417693.10966288,11482116.6663614,6610096.17890267,13196715.8026866
