Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal
MB_990,3203416.91931136,7092069.77575121,7210037.94863832,7569838.66571642,4045294.68729538,7599271.50720627,5880832.97947248,5876269.80778497,6003999.94605523,6023883.18752489,5599836.53185882,2714407.24228095,5681155.73549948,3240188.53205971,3693811.33847991,4926128.88071733,7947778.98518863,8537659.60465709,7738156.57651004,6385144.75166705,6176566.71612542,6072004.43464928,4020256.08271735,7524916.31525667,10044061.0603798,4333788.72134426,7690299.00207932,4368890.63698976,5226184.05310978,5871661.75071624,8412472.58294776,5528456.82861073,3977104.16426762,7658986.26555812,3362397.88061971,8619836.48475209,5700324.18374495,6287991.49673813,6471497.53474513,7343947.37029258,9012643.21506047
MB_991,7213600.52951682,7744595.05980056,8138482.36412264,5727783.81804937,8055365.051886,5489755.51594595,10629588.8982627,4859429.94095188,768113.910183732,4403541.43189428,533720.232291122,9416819.18100287,5792254.60284382,9832246.77135376,6473393.36119425,8769810.34909334,6651195.17803608,5590781.12661528,7085458.43390799,6750414.62213746,4178925.21713218,5322377.14720904,8025776.79073582,10720356.5900081,12008409.432448,10730349.6867897,6491333.66069429,3075904.3268617,5789600.12533552,6340084.29016964,7147879.42717903,6129045.0708429,6610922.76351181,7448036.95320021,8266168.03490377,4832361.18570335,4937873.71286868,3311915.82754893,7784985.65969703,7338543.47483136,10308194.7395495
MB_992,3877370.39946069,6791160.38202789,4378865.63298317,4702635.38853025,4567006.31132224,5256192.44669468,3804853.19142592,5334784.8791599,3169183.9489015,5087065.27736724,4802854.62426411,4402973.90853376,5419679.47663256,5783682.52774978,4748597.34577972,4431694.89544241,5359535.47167318,1421218.24681942,4510168.60592311,2620222.31268456,4611529.08791086,3089670.43073131,4243147.55599465,4577577.60539077,5996033.50814868,5252479.12497876,3552900.57484283,4477687.29091288,5077837.83130536,4764990.27422924,6306361.50448757,4420953.65096605,3699778.64311863,5898839.24417771,1615313.94938696,5385997.71039325,3205122.33171824,3995436.32832249,7099068.12781878,4370264.17545783,3018796.05890399
MB_993,2683194.95623829,2414585.30489541,3444930.41417775,5883996.2975119,2873875.44974544,6638542.6059714,3770090.17957242,4401976.57778424,5568474.25319637,4806151.72969168,2731668.76634668,1898500.15646865,2985073.22198887,1984248.14429166,5430092.6747461,2967507.77072232,5915955.57713872,3472294.8962031,2885263.92244137,3355195.40621308,4183758.36479345,4784534.70658182,5678973.64589921,3973120.24952971,4224885.74559658,5270516.84983838,4201193.33509746,5095611.38796378,3784486.44525361,4532210.74017788,2683456.808336,4409060.74567907,4272897.97169456,5809663.02905777,6061101.96589786,4360240.18564842,3582340.63235798,2037358.9627524,5677171.20622847,4167322.07650106,4105134.88449714
MB_994,18335722.4262885,34834045.5872003,8020315.16759326,9671538.51286948,22963311.5404799,11133178.9417254,35937160.5605604,24644205.0657433,28709614.7789529,14244224.639927,12017943.24171,15574743.8225111,1192502.69907356,16966919.5402686,10102969.7408862,14579895.3292741,25349505.2612892,16770807.9184776,21467785.5770667,20567899.7823563,18093476.8471797,31637861.2307026,13671073.2893468,15555753.0031421,49208640.8693558,36196016.6940071,24404229.5693969,8355812.93272988,21462037.1188237,46603901.5524318,32306030.0475749,18235259.2320554,35751450.9116147,12615556.6432596,19955988.2635479,15136112.6886599,34850127.6040374,15451790.1144783,30862193.2435414,19108904.5103093,26814671.2225481
MB_995,36037352.6216813,17536751.7285837,38433527.2500918,51204568.1546974,44115198.5373361,25264053.5733272,46842416.7197902,10505080.9397606,69092409.849715,25346359.5731315,7834186.15235693,25154173.3304932,21106066.1795618,45535839.7423611,24954011.9828561,62422784.427903,29922389.891781,35629237.9186256,84873525.6414109,28308641.1743057,25361356.6653365,43569685.672201,1084476.96007909,34704375.7710302,36704185.914367,4273204.04150219,16130189.5365277,30393942.048138,1907403.01789813,8263359.97025838,49977728.8964122,12861444.7580673,37707245.1465783,66267793.8539998,5043967.10969563,30600939.9556778,23626865.9725613,32428843.2738958,57127737.5631623,5748373.24249583,22357917.896601
MB_996,12142641.0147462,7953447.91156606,1479002.54114258,7201544.55939222,7439700.47509049,10327246.4419379,20429450.1693696,9606212.17430337,11036017.7814727,11760645.7060091,10551302.9257704,16253745.3456638,14126625.4291386,8316628.03507509,4651728.30144324,14398707.7622764,11049176.2598602,2875270.17507192,2593148.58226904,5762661.18586,6400027.95091386,11892575.1143562,8374498.53996273,11623149.6913755,7815649.11897594,13786606.8896893,15757455.5098138,5453256.74398503,12069386.2183392,8833482.74923616,5582851.54429524,5180516.82573877,7431923.182669,6725129.01009084,20103026.2572586,9563156.98257273,10745141.3793102,8618885.88888284,10437902.9345573,24029351.6645734,7228026.72592297
MB_997,6920008.68839467,9619198.63664708,10530324.7495863,6436586.97549626,7781719.53437359,8059904.08094885,10274712.5237013,11295318.859867,3067415.72931056,6236775.48634349,8928646.92070566,12683042.2148097,14794100.9762002,11415044.619365,13896855.7248733,8286240.27895753,12062739.6192248,9451408.53358592,7211339.73948838,10972307.4555033,13968812.7282144,8916409.80510056,7546871.58080094,252012.986848274,8991526.42213142,4965751.06471401,18244003.1743171,9594672.44984317,5161026.71676368,9527893.0571504,13303746.0200753,8562223.88682101,5204260.19354928,6929428.63454393,494414.85497104,11456986.0131747,5976004.81301335,5658964.53109504,16148020.0106843,5143887.66617706,6067456.00332307
MB_998,10205069.9563967,7143117.43196394,4407450.36073506,8419879.59898707,14927051.1909341,7847631.68735322,9503280.89820795,10310381.5198159,9417660.12425546,11094570.6868507,4811074.69202311,12695179.0376201,6613749.69390684,11465078.2061333,10729667.8437895,8229700.90839577,7636505.69524244,6814393.24314315,10366297.0287771,11458300.5584222,13631171.6282615,6391788.46955175,3984729.68766132,7889981.67304638,5502798.14977257,5031594.67627855,5852347.12831504,10021617.0113811,11213920.8439853,10385631.7367344,9618464.86036807,2849247.4482637,7297742.56703322,2595643.24790314,2732757.44588845,7890558.98056074,5465180.6530512,8290798.86736327,1611631.90839404,8253214.28816291,1473211.0833736
MB_999,37822314.7745,7963470.4389224,9767667.03425412,28750020.5749699,27649736.9000627,21150149.7091476,26030719.5550929,17118504.2537114,5620045.73072051,3222698.63217884,17032103.9187247,19696620.3187172,14349853.311293,14626410.7960298,17006825.8203973,17145053.8337326,18112940.2062249,15450222.7747641,7555183.31977441,17687780.7367941,21739576.5508716,11717144.9976841,36678381.1997781,16592832.6721915,32488084.8070595,17019702.7233974,15599746.8091211,44068056.4105951,25799185.4432667,3664816.5733557,16849130.3856184,13730332.7420855,20071437.7525191,3069128.98197715,13644094.6823268,7911333.09446012,17138741.1634821,17982594.8110959,30083374.8584418,9088731.38744494,12600984.397467
MB_1000,33645059.979266,18369905.8184771,26694366.1355937,3415202.95561806,6461013.20694206,13905152.3812948,12584959.3814049,20642956.3236869,17263872.0854157,5118819.86793887,6367476.21936817,9012495.53091139,10033430.5761916,16235597.707415,11179164.4274905,21630292.9665471,13364484.1344376,6052041.92366475,3737114.10192605,15333587.5876197,22093716.2925138,16889754.9212374,4063579.29216056,35596509.0430471,27384035.320019,4394747.25421824,17358024.0679323,19247331.6481448,24019660.4634732,6114899.68912345,18352187.8730949,13994578.7109979,30333607.2226417,16340807.0538123,20053340.7456062,35150300.6622553,26027319.5024447,53460.5905516706,2526336.54694991,33303448.9632026,39328354.8173447
MB_1001,15132652.6942738,25332975.1210356,25839084.8208147,10689789.1565327,12283299.2436929,8611087.88403428,15958437.5131091,20034596.3132764,5385939.83792139,1432063.89974205,31046292.5552188,30512937.0667311,5676536.94687488,30034873.4465845,14457575.7860907,7150242.22913169,27501262.6693796,9217848.19428921,20821668.6404787,13977405.8580029,14024452.0776284,12141549.3892389,20469469.1174816,22874677.2462856,29249949.8793166,20751459.047479,12228034.2267355,11432225.5604638,13282172.3405618,9214336.07951669,10370287.3824047,15911835.0164895,25422422.2025791,14566005.3522988,5633383.80157376,24294740.77228,26340109.0818903,20956488.0598645,28401771.844035,381255.295324603,18733378.6534697
MB_1002,11064552.2234763,6648414.50425834,9203676.72608756,9009631.44487807,5849844.01916446,9126630.62338633,6241438.37311108,8798837.32942107,4713457.45970405,9679530.73598846,7673065.37433515,14692135.9779321,1495215.50127013,4289214.47986203,8281878.50442694,6705429.89432782,11377649.6482309,8174953.7518354,7890849.23510129,9144960.43011464,2592481.85936005,5980772.55782785,7712017.07865398,10075055.365757,4805189.6579504,7901002.08819609,9155542.22654546,8347316.28390427,12534292.5932478,4135300.82024929,4469463.83018044,8307244.1903785,9195666.24531685,7563796.92722204,8728555.68270683,9556336.38475037,9087679.55201307,4308464.34900301,9906365.85602802,7702781.81490597,6750193.17514192
MB_1003,11678341.3237698,4978223.77768294,6250574.23556979,4287729.64665373,11440066.2946085,7711573.73055618,10820905.5839405,6578809.46807402,11071858.1335494,9070773.82937987,8539090.2871028,14551110.864266,9154503.43367731,10342004.8596311,11681972.6024984,11294160.7905117,13721446.9748901,9223806.41258515,5770856.31250996,10607472.649657,12092785.6810859,8366349.81342207,3844356.75437515,2549796.48410556,17427271.1333126,11955411.4885819,8656871.35820103,8541662.24935801,12539395.9618484,10580906.0917661,4985959.88446183,6984877.21446059,14413128.1683241,9012049.59006175,7495272.80789531,6791945.1174906,7927422.69668965,6206463.80295229,6972193.85406817,9742325.7753737,10179804.9785046
MB_1004,8499628.13591805,6930398.81150964,6580229.54254652,7963022.34781207,3556867.60471545,9038022.08995439,8419651.59605311,6561988.58263276,10350546.9012196,6798816.73071823,11276945.6197949,8049993.19551733,6364729.76799191,7503478.28294062,6442454.83335947,8777565.8021484,5802671.20626146,2730010.6723374,7833949.10056329,8324494.10722088,8491061.54106062,7681671.12137097,6141307.72851168,7945980.88528889,9353626.71089393,7694941.5776913,7113625.37672849,6540672.51021515,9065321.79642489,841488.235791879,5000354.36799104,5179084.16973046,10346974.0965951,9110579.38891629,7407168.2778945,7492444.805046,9189176.47739557,6406088.03420997,5789359.45805679,9795633.70788968,8192215.45529417
MB_1005,5162738.39085944,2164193.04131532,9761581.35482609,5770477.54961146,6771944.32719254,7263034.81783157,5544169.22269726,6283538.81042322,909872.4280254,3386991.92546575,3990905.15579946,6098152.23002575,2865017.76734315,4467411.29274089,6872642.15997642,7589611.24487366,8136187.45840588,5226301.51400029,5430116.33311521,9129437.32317025,6161035.43276888,7331755.42556472,8875403.28169149,9345439.32897979,8213278.31260971,6091309.27827117,5752782.86588158,6511765.73504027,12298617.8199193,7158689.06536316,8973239.43105034,9057447.3336231,9067929.74497746,6187344.59786687,8066496.72675851,10523190.0709904,3939301.46115216,4225970.09414504,5899834.55901434,6778250.13036769,6154709.67797676
MB_1006,22283200.0836886,14142222.6101456,9331482.04007844,14137146.3675665,23098425.184482,13270951.7653875,13754373.0243274,17848668.5154245,18004670.8356944,14190856.1603327,29474887.5494562,8587418.19421314,20924181.5288578,26444491.9852151,14107012.5366076,10209620.8377374,15361283.1789743,13065432.4246563,35146893.8259001,18890901.0485641,19714313.9772454,17132247.3299252,25324740.6632858,3451965.46143217,25242218.1165549,34420358.8066593,17936452.9142473,19461211.0388518,742897.916329265,16757911.9273051,15001966.1619869,10169257.5631248,14353451.315329,26219625.7281313,17556553.3076406,26294111.5891012,25989495.270024,32162518.6106716,30166631.3451778,14490229.1347251,16414626.9731444
MB_1007,16616439.0117462,51858057.7051148,16922628.2550538,57748657.1131912,16271845.554671,30052504.5332785,34174888.2844585,10279988.5275764,76337881.3272824,46096044.8289855,4289924.78247268,61204288.7660943,49530774.0647101,9077389.59618225,5070249.24860737,2385740.90562565,44248436.6812562,7054427.6298583,54470749.6697266,66352717.4478177,62391585.1826514,59571466.6099003,32397312.2118937,34217054.6024392,40178160.6449035,17457241.1535221,7217037.42512634,5992988.52067927,21727308.2979324,42187749.3370261,45158485.616666,17595618.0358893,7070986.30352606,52839279.6893075,20800671.1800827,35667130.0896058,17498200.0463974,97634615.9222291,60828997.8308452,9378639.07343737,11916391.3784532
MB_1008,7775945.33277092,6542265.91567246,7972302.0448373,6318733.44864271,5417786.04625777,6682941.2825325,11799767.2756441,5475876.07079719,7253531.43696939,3627233.8293926,7035572.26143892,6750280.84315402,7244366.43605021,7410127.16899012,7300461.44784033,5029004.16134987,9020348.68749081,4033378.35416905,4193761.63689254,5121903.62953316,4605063.47282668,3140635.72588679,8919996.14129489,6532632.88085974,5985044.76831374,6940302.76417575,4414191.65411599,6724499.81817678,5901440.90953406,4767757.5989137,6919931.99852717,6734916.9997136,7767575.6411976,3451252.64590065,4417551.77757514,4036985.3829026,4803443.99641855,4469544.52912137,3491017.80002459,4729197.78111569,5291631.54581073
MB_1009,18252427.0049585,18936142.1688744,18595586.6284548,22100127.2516414,20788308.4712862,12922868.1854887,6788964.32376626,17228771.5485228,33973233.1688065,27365976.8891007,24018661.4189736,31553114.2049159,8898433.01727864,6268524.22950967,13614514.6703561,14131563.7361927,15085770.9785246,34629279.3425823,9507143.909562,10184669.0713102,20055172.3309891,16665527.3382769,28073789.1436702,5404570.57021883,23571425.825642,7882883.98668261,7082975.54596355,9613549.87867059,29894516.8400146,22011628.9899216,29983939.0674635,9868398.52874564,7855242.11085076,24728016.5082799,13458788.7966569,665023.637439888,25210179.3199626,13990570.4819415,14402319.0235838,13520250.508148,16162214.3499845
MB_1010,17863720.5037532,20695520.9367771,925288.12512042,5208177.86399765,9316903.54584002,21165104.5649836,23089904.9374613,13971093.3112314,23094456.3749394,33017693.8535748,33319213.850012,95584845.7845929,14953743.6717528,7509912.9309329,6053846.67288247,14521576.8473335,18803321.8149843,21346072.7568225,33301854.818641,10953336.0668314,6848516.52103087,23882151.7305232,4819698.25276886,2275331.76730295,32569717.7676293,29518073.7537917,16212158.2387954,16018003.6338564,1594893.12942328,1712371.75125847,12802269.4350775,21864572.1597863,33844574.4776322,29908756.3949426,19449010.7289591,8233778.24559176,23231692.2676229,22071895.6370429,13736359.2442221,18025566.1467125,23936342.2227316
MB_1011,15598119.0269715,5880502.80160844,22676166.4455812,40559442.106571,25925355.0519687,25738232.6146925,20126330.1745895,1341438.52417768,40255043.1708228,2910651.64385689,13822785.8561686,24490454.8210468,16737536.1445234,16394155.3332514,41357598.4360813,33511544.9248065,24901544.15419,32787632.7878143,34270244.5377315,26985936.2022188,41662140.4211623,29198227.273242,24199850.3736146,19337900.2666474,32407241.3454729,23838307.9983776,23050929.1636883,25262953.9604836,15034935.0058748,19876552.1584448,44836321.1531779,22876506.2778844,42740236.8581783,33192653.0935733,6819006.08906439,24557771.0795513,40282045.8014514,28648493.414245,27766489.9581384,11021634.022936,7988619.2251427
MB_1012,92795026.0471542,80297719.2039794,94003514.9463334,18872973.2950769,91094637.9311699,110602053.870266,149568520.026436,200412968.020562,184549793.432895,54617060.4432244,151694129.242563,81870445.6661711,148657728.85301,164931892.974033,49806546.4983496,215657241.341124,152304316.909526,168517011.498216,39429281.060766,162686687.122631,88336712.3624461,75651814.9759278,66458358.1427806,20490028.6524371,27252198.7368506,52647503.4438173,118270732.68121,138088716.841232,70533416.0278867,17052130.79793,81028162.6713106,40125842.2155812,141081498.044502,73654464.3788352,103337924.518646,99114799.0183583,46861599.0474803,103432842.587466,151462258.912648,99762116.4858553,92600069.6783985
MB_1013,27894262.0791442,21861335.8023973,6858447.60042957,18457553.481469,17552691.433617,16392578.6026507,17134141.309746,24221193.7060647,17240738.4043916,40494054.8377404,34318953.2659461,8020659.96928001,6105453.37932599,5646108.48317846,19226571.949926,23822093.4452101,5880233.00903767,26812404.0727827,32630525.18455,18698922.0671139,28781980.7641647,11890084.2086735,8786813.22379509,27157078.897092,8161756.0954985,15085878.6177203,33852599.5229124,8138224.68931794,47632197.1609178,14076219.8771733,47806255.7868755,9909994.72094272,11640066.5464243,33631840.6413977,15278986.0974605,116992314.816185,15247487.3505159,6934373.91515915,31381498.2834915,14521808.948064,23275594.0795423
MB_1014,14331190.9650978,10882937.0555808,18511763.811054,14084184.8264936,13495726.1618549,9649849.56003314,6882799.33488811,10324586.2014225,7958933.89217852,6849013.656191,9281329.83362658,24675566.2610147,14013881.7911684,5875037.12619338,8222744.29768005,8336070.22400472,18478450.1027761,14020024.2990446,14543199.9805729,11940173.6733833,10508559.7941991,16484205.5723983,6596050.94611539,60568614.4435426,15130985.4833143,7080980.36733329,11202266.7704989,21645311.1406707,32945000.4591586,14696579.6852174,13574359.9494685,7378610.59815442,25376944.9925018,11183246.330213,28359409.6389761,19274252.4885752,32864053.0353976,26289294.2466701,32155780.3610898,26590211.5058902,6456486.30843638
MB_1015,7371914.0026489,3830219.61493287,3470950.6390732,5045421.12461985,3600173.44738539,2558160.84342898,4742439.00686024,5960089.15944817,4074825.64647599,6693880.69496388,2822813.89712372,4081376.0467254,2776933.34121028,3692790.3088814,3825401.61079077,5186828.11296314,3429347.08708698,4782248.75118123,5531213.45527398,5068124.43498071,4696034.51934422,4892594.52928432,4203119.41991129,5117514.3784504,7115618.18140037,5581318.41647312,5694287.16077639,3901134.26277922,5033076.48665521,4169022.46721846,4297235.40541999,5361971.72885996,4139079.34501899,7098678.61029059,5298693.2129443,6216349.96614853,6156105.41722102,7250482.58560739,4637970.57776732,4800513.10952557,5308623.29635413
MB_1016,4214721.55141936,5730919.94414533,7167778.78538627,11312405.3903914,5200845.99395553,10390494.5548423,10117829.6808302,10611234.1866191,13714149.3328574,8963219.3163818,7813642.79689735,10205844.399717,10039642.1489209,10372566.2242978,12945638.0423229,3274917.67932062,7873918.27004539,13971528.2074289,7091880.37126021,5181172.72373809,10907273.605887,13838140.9709173,10175001.1941403,12801481.2612714,10655757.4130066,4862020.78864976,6574043.92259915,5379905.37299957,5006322.55474623,7301756.59264079,11333131.3695791,9470965.45961094,7437733.65619414,7760008.19955983,3422323.4421432,10260720.6798316,7796908.31820843,7818255.99085191,6246291.3738899,8266647.68701401,10759419.2470729
MB_1017,15066466.986536,8665866.00828513,13906811.8651314,19721351.961834,10096966.3379102,12500466.3506554,1246432.10372508,16436466.2354542,2282125.14837961,13323238.9622573,8324866.7550154,3492622.66416378,8386697.76218092,11141131.3576901,12949503.7731933,14291204.942143,7582855.7175267,3148557.70052628,18800714.2852208,6136049.76021076,16152413.0101976,7493153.61954619,6521758.55813894,106756.548639804,10314916.6163341,8990675.68021619,11260133.3801755,15396287.3643676,10613109.4930785,11313373.7270956,1973162.60279084,31546168.4730961,15469972.7582089,1348619.32848079,13092876.4281003,13120305.2667746,1077806.18783263,10232263.301785,4461755.58734374,10876986.3770624,19260395.8275394
MB_1018,23648921.1493865,15933768.3371864,30672907.0805586,42336265.7280711,5116848.81965197,27341513.9791135,34082675.2824601,12478494.5865397,30171645.8508932,40049588.5894432,22030534.7136972,22735388.3025058,24781567.5099913,20862050.6227743,34482364.6446683,28404543.2257536,26800421.9461367,17854799.2295267,27813652.7871147,18831969.2872097,41178664.5485758,16038028.4563953,32526856.4918968,26414186.1923861,26595933.3264853,24361037.6245553,30603066.0248301,21854769.9819541,25743941.2326694,10356066.1979001,19292908.1357775,17167481.7589395,28158571.554457,29014923.7597237,23663124.1637773,51975965.3373327,45981920.7453982,4267949.83275425,9611520.48764428,26605740.1684896,37363835.7542177
MB_1019,547712697.216993,763812344.718878,230062019.284734,329591386.309473,210715802.389396,140019100.468674,367082755.211656,663917658.223476,426295258.602383,665579477.717075,379771525.545662,228833836.137783,286499809.241704,432057979.193045,251433263.261719,302779440.878412,439214667.133871,348112248.86893,551461223.79489,376839996.764199,260646511.624658,676518175.430201,414402039.444658,229190925.48043,323181526.790581,192138238.361226,379075649.88571,525449057.6642,282731745.988467,61421847.0806173,371895869.890806,457358364.80147,535970857.734852,486005311.791695,356340616.515251,194844116.485396,297760219.735967,303050981.663493,306597605.029229,424707676.944548,582442828.260177
MB_1020,4130871.56551074,6771666.926949,12110919.4724529,7722095.36511966,7833454.19416592,10238551.7719705,3215548.62874278,12607351.2168143,9305356.15956509,5574258.4371783,10068821.65601,9671485.71771089,9868816.1853602,4421720.75660817,5811870.6396538,12052516.0325164,11759821.7645433,4355278.08604462,11705987.4075029,9020506.74932113,5390590.17681323,1505336.70877775,10982581.8584004,8285087.43608733,7196028.91928771,3656905.0402539,6104262.1598758,4097753.3302905,9773684.33819197,4523152.30907337,10299241.0777614,9739949.7044115,11018393.3386673,3343494.08474933,8737016.51619921,4678736.79955371,13110218.8137747,8531284.2869226,11640329.189641,1869302.20463864,6148814.13610773
MB_1021,4174767.04870739,7664097.49340376,10430756.1128352,11504666.8776876,1409869.14540989,10488309.9030126,4070272.19986217,8444553.98634189,7365988.71721147,13755208.8086755,8994092.37444155,4296833.42202579,11388397.1908557,11043807.6721883,22621554.752574,7259839.91342624,7481690.93926261,16401658.1972116,9543391.63342744,6896655.13515756,11506029.3070707,9351610.4785352,12988976.8221704,9844894.43047777,13210473.0331337,7980328.3270508,9370847.65282019,11080571.2276936,11648546.1586884,3646797.96972708,15850714.4207906,7072494.62204282,12084004.8649254,11230673.30035,11483011.8774729,11956805.0375169,2866619.3120822,8276934.45189692,8513672.91430038,18108240.3255397,7067028.51727638
MB_1022,6169335.22751524,8114416.34810726,4327127.54681331,4413743.55847393,4018658.65310806,4596405.75401925,6603725.50000556,6691698.01714533,11645664.7574513,7894301.04100977,6039785.65010472,8059301.32705621,4269036.93765603,8199374.38690411,2804840.42191284,3373275.24993499,7146512.68830285,6967774.94013384,5303117.7138824,6786257.3274345,5364769.91960429,8565067.83134582,2126813.13224361,7645500.33830532,5762978.48712343,6991106.04563712,8121566.11986498,5036691.55911182,3885918.66617516,7929882.1963858,4065311.02329306,37073569.9944184,2668250.93928658,4960035.26801328,7170400.79477661,3066545.09231794,7461486.70940068,9034709.01063714,7405852.08604302,8293651.45156281,12151121.1327166
MB_1023,2808130.29078891,3551750.05303412,1995634.49116646,4371648.34918262,3106854.79512293,4091796.32569275,3982694.73310436,4041118.48885381,4273684.65773095,5898411.41092444,4211577.30962949,4399737.66976561,5851576.49947951,2548712.7476031,5486321.21539875,4112251.66619098,2699835.44169324,3913869.82752231,3698592.03886302,6062135.03601802,4263810.68306924,5257090.85136082,4647754.80290316,3711724.48220807,4256689.1886731,4256839.76870618,2504107.52133646,4401409.07708242,4930679.15281903,4014835.33669047,5793471.22808931,4588985.98542991,4323746.43405663,4600713.90460539,4897711.8444106,4031749.19071855,4139816.98699365,3949298.88085618,3381693.96574695,2935926.84417797,3135947.84505114
MB_1024,26028896.8125878,35191553.9467485,15721731.5239401,17559705.5489835,15114138.6673931,48325717.1918391,33449456.2319248,51783284.8986027,24884755.3609903,47339438.7630243,20922130.846529,46640293.4182973,20523745.3862525,9784357.59709482,36971811.9421959,52857600.2709201,35981878.9004397,29506277.950225,11139887.6223015,11126999.1312574,30034652.4826807,16531010.9988726,24531530.5837021,209437362.431507,13565256.0407886,28358091.4904049,62548830.6104299,24915178.5305008,16548907.3411898,33930142.6764534,42784987.803743,92447060.0460836,26152526.4442417,29529733.2388869,14508345.452345,19809579.7013221,33996249.7035188,21892100.8502308,25520459.221896,10550069.3065841,27741724.7935227
MB_1025,5509031.64989365,6019998.87164519,6445975.68710915,5565161.39462472,7354608.89469755,5770831.51629644,9748639.31273796,7728851.42597305,6706071.9953369,6767400.64299428,5083055.3572699,4053489.99405112,5887244.91983114,9674769.91662621,2356444.63675854,305139.929910458,8486561.22229435,4279018.38073305,3122215.21063188,512896.929702396,4572513.56940596,7579419.15196897,7155717.17575696,8990770.39705118,7962684.01037635,5216521.31214863,5629389.02049506,9501148.45553318,6213267.57682085,5898157.56267902,6352177.60573435,7296037.27317167,2784685.34179744,6158949.62828251,4483902.80989459,5276567.13370811,5272001.45232645,8731731.26168099,4181837.98713805,7896905.70158419,2096393.88554791
MB_1026,27162618.8649202,31755882.9974672,12800968.8856872,57808739.2441864,26050078.7711974,51418915.8619859,26290680.1963629,27523803.5033604,10234592.5492545,27879253.3501342,40465796.1120869,66984692.5832857,151191271.867327,12010890.310994,37199107.4447554,13675595.830975,21664574.2771035,55355433.7513222,14719839.7768895,49105817.4484043,9211890.07534642,39728880.1139048,35937865.306498,132274963.220968,6424956.52930349,19298788.5178628,55752068.2742336,30973134.5764971,43190936.9464938,21698102.1672427,10136907.6192507,92487663.2343073,40623881.8824657,19441509.6081519,48741370.4356171,90037233.7084852,45320293.0172859,11029735.9118572,36968429.9149202,27410240.5005533,25316133.4922161
MB_1027,129258200.432827,51661627.2125308,31376044.6386816,53247345.5684888,50081705.9941435,102818842.099255,88433946.7144913,109865797.176248,96480520.0158529,46084381.1436789,99729354.397467,117866403.867555,99079570.3603389,88330052.2783773,85653094.9916752,254309119.683108,67314310.2683603,114562975.813361,35480946.7485449,51039694.4921799,35555351.2703504,75013218.0730866,97012207.8033229,69922475.8530904,22121610.5752414,107033158.067726,41150951.5833243,88893894.5830622,105164990.750711,142547098.810082,18814095.0245179,30535604.9662625,100223657.583558,51444924.6819629,24556778.1592878,22172551.3778581,45102097.7019602,48885055.3167883,34390312.4701364,19103419.0156367,70224461.4213774
MB_1028,9943481.47466116,1820401.39494832,5354787.84405834,6676737.84211812,3754337.29147405,6121515.69861973,2951440.99993149,13366536.2871795,9599039.1662032,7598974.48646569,3648452.75338008,3364006.07873975,1576246.02164129,9264136.19841815,8088038.89800511,11996885.6534006,12725703.5566723,7152157.7589251,6512411.14415461,1765574.07162545,3003738.90969431,6149021.49159858,1686852.57772398,7440819.91785092,11953067.2751456,6647051.74631413,8494395.53661028,6174117.17450297,6868737.03827512,14249600.3013362,9251961.34305642,9902358.59770912,3741705.53188951,11533959.106663,7706619.91542529,5859653.62599328,3522080.49110291,4326413.22742268,2153499.05665877,7723820.70533,8851094.03084251
MB_1029,7150680.75017919,12475463.377194,1930218.77810226,12142183.0573156,7694460.05256723,9898600.22314994,8919639.82808752,12800388.3751613,3558755.1355958,17740413.3842381,8740574.8512358,7393106.65454487,8893233.92065886,9311417.1128607,6538289.51146467,7998809.25540442,8649299.10591507,9255652.92924932,8057608.84579329,9301655.41173558,8990484.50008642,10420359.7891998,7085554.42952515,5520137.4945126,6881075.57992475,11506397.9466966,12164153.0329748,12588971.7526911,6518122.66486612,6014853.09234685,12664001.0575851,7661108.51497635,3081745.4552098,12292360.7171958,3110903.09759282,2192426.53181567,6780755.99381389,8188320.60106281,7495461.68735287,8088368.66105736,8984869.81653403
MB_1030,10593555.1042366,11850254.1773443,3571533.79463185,7668858.34055863,4011252.15078139,10809887.9917026,20738744.9163616,7345066.91930585,15035618.9765393,18221674.7018847,19728479.7385542,28331710.7195511,7593027.51524581,18336453.6656654,12973582.8562796,20718633.9522734,17515492.8054191,13747751.2092795,14880003.314717,20063658.4255579,15306514.3803387,15430161.2313146,14024973.8593547,15932207.8410023,11857620.7061159,14752234.5111233,13172304.3490184,10389762.8858049,12397210.7540651,20263433.1372469,4549056.39982483,14513576.6040146,13037091.4174478,7693103.10209859,28240511.0571119,2886822.18483612,15840961.1284074,87867288.2320895,16495614.2300661,8376940.71146065,13213424.0685894
