Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal
MB_835,33362786.9823325,1432359.33632128,15423070.6539412,2966447.54633681,6247406.9237263,24146955.4543254,2222068.61828105,23299695.078271,10734386.835664,15588094.6837562,2957254.49343385,21477707.1677029,22079484.8203568,38100727.2470919,9437471.56994805,19239717.2569139,9985449.9019839,14752117.0310342,47730857.1332413,25792020.4473784,2748695.31554393,27982173.5847115,1879876.18534815,11736106.6371214,44431139.3125924,45682234.279604,28025523.5036846,44539643.5165763,11641729.0511724,31143967.6960998,4477251.94548063,12607120.7250104,36034661.0045664,12083041.2738678,54742844.513158,46310606.6772498,5172124.04615453,14640145.513844,17646247.6246205,51309148.4219547,16184030.0365751
MB_836,41402790.8660188,7322709.77765813,7826810.7278602,5297756.6324134,23147083.0538804,5755860.02885397,18536210.5870816,48302241.1441623,7156722.73408239,3656867.37993657,7077479.50086872,9007329.31670299,5349890.39563347,7456052.02958797,3035058.40411091,31234876.5335412,10507650.8279322,6386468.82802015,8288244.97483531,13874999.9782616,1709017.50006913,21287241.8358457,8289735.16658709,23542240.4676913,10406083.0116348,4982370.42131996,8044607.27806905,7015568.26114125,6878357.88454241,83957134.0892836,9564833.70257573,8671198.54791334,46295711.7859522,26087852.3201288,29828432.9297906,17837626.1618763,34793493.2955872,8731226.14145401,22469267.6581328,5162612.65666661,3699035.08736544
MB_837,18822357.8108801,12717401.900446,33306668.3805334,3058143.19353143,19181786.0675055,17183734.5857448,495094.795669325,346776.811782893,19612194.292653,18555684.1256161,16722545.7445553,19269115.7177152,12794187.6299362,10482441.2419118,34580342.3679081,14072994.658018,22964603.9746061,10936753.908783,24473591.5046459,35126437.0535214,617577.187207915,22278518.0043037,20938251.65891,25786072.4140538,18915960.7015601,42578312.270067,8647164.92355667,18611975.5757583,22821248.8836651,50886061.9677924,942252.700499207,12341668.3273927,2865787.07697414,14388786.4667397,256230.756958228,35494191.3721348,12781669.1520166,28548176.0592976,24273208.2813885,34390672.1425321,20342168.7994397
MB_838,16367960.4126357,17940445.154408,17822952.2519414,23004381.2451883,6806076.83694067,20385885.2726978,11337142.7295643,24551849.6457296,30390428.1573049,9488183.04743068,13418433.3849906,25119025.7675727,13765096.4087863,22871901.8920476,2338411.73879285,7053898.32970861,15386708.2663967,6220409.13808944,8731742.81046663,25730327.2050465,13115113.5646509,14449415.590583,19115775.9381773,1713091.87174263,3791617.34361309,6078161.47283046,12185965.3798722,7728061.89828653,7442877.59560458,21331287.070237,3767680.71361293,5724435.47374874,21168779.7614208,6935130.96697381,13670968.7192417,12456783.9765661,15613383.3284464,10699696.4294397,21887171.4040139,18519240.5493318,16658304.9412684
MB_839,4061246.91373218,4175092.63258989,3622396.62841598,3214881.11646878,2237439.67930324,3573448.26421457,3706266.73118011,3988900.98106875,3688204.03421264,2477530.68531421,4598495.68441313,5975460.11279543,5758011.38402149,4102659.68001001,3938394.04486733,2807292.21838334,3807916.76382155,4164795.59694101,4257080.65091703,3892529.57887004,3950815.01989397,4269782.12585838,4390396.24334913,5995176.37450484,3390134.96845386,4189764.95182621,5483335.36088126,3568307.87757841,4164529.25848216,11371908.7494409,4983025.69686053,3517298.03681315,3050992.21659656,4196557.31848333,4248882.52284072,4299570.36776601,4378431.92140445,4821794.79881652,4567332.24585139,6282074.34413656,2841872.92731705
MB_840,14319080.2542706,3882501.75130142,8818076.41390944,4411241.7737577,9039750.00356769,3826653.22313399,23249609.0640308,6512857.29893508,1466302.54417698,18866927.1339318,7399744.23080994,10242442.0328469,1520893.68757156,142689.138231255,27188164.0727725,17250102.8482366,21741399.2427757,5463849.91790627,21490645.743637,7200425.25767554,11703927.2427273,14419830.9447062,17209059.0696802,5435957.95197729,15309759.555307,21164103.722243,14302171.920985,14130941.3744839,10583976.6801913,4738967.02988994,17499486.1929767,9026123.45471911,13544124.4390713,10573174.2828679,13143989.4910166,9494864.52101809,9659159.11730374,13521601.4390057,2974619.53065167,14844580.0085429,24025846.1079424
MB_841,23649302.2150251,26860918.1688352,10478497.5902132,21961496.7799783,26356742.2000033,25984139.6051481,27174158.9622915,20900461.2504271,23759655.7319449,26631180.1249575,26153459.6274081,24958235.5059594,16692853.7051858,11866783.1572596,23612470.4823098,22579344.4365127,24463693.0585919,23109046.7648261,19480992.5039313,23883896.9049898,17641122.3248296,21095197.7180951,38164185.7898541,23549005.0342801,21929751.0855129,20869979.3425122,10964140.8581354,25755577.7709909,21313841.0283464,20650610.5015811,20095521.1248187,19791824.6453199,21705361.4106587,20387312.1479248,22806132.6236583,26326557.5678365,17492783.2296983,21144432.9057701,21213441.6267912,25309982.9560757,15565080.7725516
MB_842,12618079.2555505,1130571.5941458,1153466.63602795,6890876.54433981,1328484.75426599,13306735.2986274,10801755.9934027,19175572.161097,8201317.51177025,8236051.08980174,15122995.5207829,16480398.1540461,10920819.7199202,4905430.45919806,9739413.62006344,13716885.7799657,15376474.1906729,8010187.38834427,11476440.4827329,5288974.25196055,2543771.16305229,8877541.34416797,7338594.06826997,11422808.6726283,12516461.8088555,11365299.472064,3611894.32018884,7598616.84470261,5456588.13312537,22013210.1878174,16422888.7045978,12695894.1746371,16417136.2511914,16375418.7129903,5841353.10161277,8549592.76711455,9140731.22804277,7193810.82292754,18554191.9876872,10218908.1696599,9655624.94065142
MB_843,25248695.3941917,47499403.0092555,15736013.5143459,22185853.768842,54686303.5313946,8866499.03614611,32304166.5742237,69260475.9896338,18065577.7981662,36224020.1252065,29314022.7877477,19197081.2500025,21993028.308785,46330440.770278,10294359.4734849,44188020.5797131,42045680.4434414,27719281.621483,31451130.0098531,24267606.5093188,6113437.61241692,19943720.3338416,50114920.3599942,34605001.4720499,4569985.48407749,19634320.5990741,24093267.5634958,59468238.151045,61334132.0578874,41674794.3690917,22865598.3237486,31632336.6582737,53556220.8588582,15081634.9640461,10501187.7455341,31039688.0230824,47614418.0847446,3597146.59695754,34014118.2646445,29140373.0054482,17542557.2209942
MB_844,3811493.14086297,6308816.89400123,47030460.0915394,4351532.57319603,29403242.7448747,39387677.8790692,40720025.1221167,24341434.9383961,5850932.18750075,17436247.4058795,52470940.3555791,20331812.9052789,5705447.60346364,11576617.2349627,8262389.38251975,38728827.2527828,17956809.5803965,24325773.6782132,9596158.60788868,10355571.8206673,9294363.45361022,9046688.4286646,4859098.73331863,7157966.37285077,6079431.58373039,10131365.1954232,5275565.8896109,24901695.3270893,10929741.8512914,48442277.1727898,26297091.0745182,8683076.76810753,48604797.4792817,6461143.01172587,50811440.5159956,4149131.15809804,70446811.2001454,9539891.95929829,13407280.2787246,13851373.3950518,18295749.8377732
MB_845,5075547.81932873,8008728.56799046,12404511.4261587,4698855.90102785,8027589.53391675,6168592.8350139,4914709.61076134,6255909.67812899,7096710.56741275,7582590.3228089,4924592.45178657,4983540.16809186,9946978.09198779,9661057.02769187,7859202.81739604,5979051.65280713,8730430.12099328,6499949.23419207,5468212.67929177,7816855.63428676,10093142.3104819,2985546.03090259,2307379.37549348,687942.533132344,5625408.08848136,5529298.56977742,5808122.14871738,6102855.15922574,2099564.20679417,3940285.33123399,6607888.09132974,8966036.02354527,4580455.07214515,6269343.41909967,5635610.4138984,4043039.25517736,10357207.6021261,6793098.22330847,9748572.23260171,8839486.19992087,7486716.22161172
MB_846,11005978.3486872,9707562.18721176,12569234.0813128,5065847.41472288,36476360.3501771,6817620.28871315,5288980.98494657,71585761.5864287,7503607.00856327,14051502.070429,10475444.8773134,8902906.99839133,4521639.38660452,17846009.1517719,11646286.4975008,6801344.85355408,10560988.0166598,20469798.6813334,5615576.26983594,12662429.9985339,5962714.9396304,9527554.65557355,8073816.45156066,8796947.02879493,20250873.9761557,10830704.6830011,4009630.08730497,13847902.0604083,7389378.04459552,46759574.8549292,5874219.89254179,9783068.47856703,23454938.4747638,4233535.89905499,15328605.9625232,10184.0751960222,4590807.70898187,6887636.28761481,14346394.3988845,12036921.0677568,13510454.0526421
MB_847,9405477.18412317,4659991.03600195,7169367.26757889,16962429.3372787,7874655.46505637,3403881.78436625,9073345.56137785,11945256.0196865,7818881.15732943,4881331.98908269,4707618.48777687,2504023.37811628,7808367.86177807,16678250.1353815,12209302.6405828,4316684.70303687,5309378.51329017,8365684.23212677,11338672.3300098,8077561.40948221,4046499.54873268,6472567.48361041,13740982.5331132,5892626.40429244,10203768.8781847,3443886.30612925,7623356.79584617,13938219.8643094,7162130.43686385,15102562.1146777,4332299.44841747,7548982.27861106,7075633.99300766,12197415.1197868,5225398.96002008,6660417.96243244,3967650.38219414,6712966.21827127,6578867.14343926,11934115.8342846,6050230.92907941
MB_848,5766064.23128112,3894121.76456144,5427397.76487983,4037239.38259051,4770438.09942816,5113633.42245615,5724962.9202093,4303766.08753789,4528418.39300678,3657055.75984341,4854138.25884099,5950725.61370449,4638486.09689332,4594144.29516308,1890773.44176885,5309186.14803922,4229187.50643505,5601320.61976827,5901415.54966413,8018783.11856155,5752226.74360263,5748849.80580823,3968591.98680584,6031244.04886742,3618422.25722618,4321138.90095985,6791152.71866418,3654738.54429042,6628511.15297893,4133102.80822286,5717800.08600229,6155387.60311263,5849372.5875737,5248510.318137,5653973.26733765,7116437.46931618,6908697.08412285,5125767.9435469,3515844.6517434,4593934.98242103,7084121.13092439
MB_849,8802472.96190848,5059755.70332209,6593427.71477385,7012260.1751402,6680946.56676275,3223181.78008969,6287767.11178236,5249187.03991432,5132167.47891887,4949423.01587217,5304474.62089241,6454024.0356105,5330971.67280639,4617255.5787306,5263936.16298774,6391588.38866358,4140359.61562007,4472360.0656983,7686821.85288586,5991903.32280231,2397599.77429976,5775580.81074616,5093737.35933414,8286491.8288959,4918582.80519144,4645916.61460989,5702675.62596827,3169337.85277118,5347227.55350208,3976891.73276204,3956161.17860659,5516077.3808461,6617536.10936302,5168715.19778451,3493437.85960126,5418297.54328311,2978551.76112726,5063210.81447109,4508908.73762871,3946239.47065613,7211733.78022416
MB_850,3888708.38428301,4380968.70419599,5775416.64212851,3041130.48268585,4573880.94245899,8134283.22876968,6122943.37710266,4698606.06412182,4048910.50062258,6262266.88067814,4970676.93291751,3474723.9203087,5953663.96634172,4095325.35884459,4710882.60559242,5689105.71112112,4229471.70436275,4630772.99224838,3638480.29058769,4716383.5468195,6249533.70038336,4969458.24900693,5282764.82826469,3612942.48553856,5845501.49004691,3212329.77755496,3162103.48959103,6190796.47450473,3129686.22197173,4124211.26006772,3508711.06221912,3992650.14860803,4372331.38057313,4056054.08576727,3002696.2562892,5466892.61088383,7137694.89209357,4784613.66609694,4381812.98550055,4489878.0293144,5323327.63467919
MB_851,1629963.74095889,3783205.16989672,11386130.8329338,7778033.78690862,6543903.30118439,10476502.459145,9228187.21349622,4589063.42212117,10068610.9233617,2528180.94563972,11919901.4650855,8154071.90965654,8175477.76326157,7543162.4236145,19696457.5078872,5020904.37202371,3893770.73701561,6012514.23945453,299258.900405508,10536721.115467,9196580.39327158,9504157.79503911,13105086.4790578,11115648.1243758,9141244.09535907,1004941.20623415,5118235.55893428,9898593.92738459,7000207.53678649,12973293.2203515,8021089.972105,7540912.30267657,4634209.20664795,10634655.6026346,12719605.3642398,14274078.4036807,10609715.4120009,9953108.20963109,17888284.9672068,9137767.37627221,12627620.5089192
MB_852,3817155.09602338,8595400.66038944,4974444.21447346,12802456.8360387,9150354.95632584,8642065.67900177,14698626.0701437,9704291.14165185,5796218.03078203,6103065.16739242,12149217.5212084,6188463.27971659,8729442.40035599,5957988.04204389,5099079.06772864,4403612.13470738,3925669.87589324,4927861.90048122,418171.3811848,13261164.4077228,4968660.73908861,11917792.2887039,2361982.85337558,12764315.5467167,18330949.3121817,7566900.43652688,5584735.16669124,10651693.0191885,6317142.32082128,11007734.8819432,6773801.89066118,3847135.23513846,5904355.39569167,3385518.00645895,3631288.095315,12904851.3068447,8879408.69342259,13104786.1774272,2859829.9170088,2129084.66304289,6363446.36497659
MB_853,6792927.72559603,4671568.00375145,6853650.6087366,9566360.51368389,6466272.40183647,5460233.15868396,5446578.17402335,2921711.17382792,4950063.48663071,4577010.19406412,5024697.48251224,4508376.19657962,5042185.05420317,4189460.05718953,4149462.93968666,4721166.89856666,6064624.5990328,5408570.50638117,4370266.48840226,5635345.75583589,7375309.7977098,6920867.27559344,6311218.36803939,5746624.18402226,9782923.5330213,5275913.30858898,4690637.35181514,7264829.38921522,2928412.03068023,8541865.84386422,6927130.34928871,8760840.06493307,5244597.2516701,5733086.71088286,5271416.51480329,9465314.01039689,4362773.61142313,2738322.89956069,11424829.5348405,8168224.22314986,3464450.38375106
MB_854,18786040.7967917,9467799.85546841,11564410.2507687,10575861.9297124,14615859.446189,7202965.16534893,11769418.724107,25373129.9051864,14834483.3685087,4806836.97694964,457173.49317082,2729630.94979875,10974211.4050098,7442576.43626803,5958943.87738666,7430574.19546755,18055004.4280232,20131109.0198909,51539434.7423226,2073544.14233575,12993877.489021,16484901.129776,6139203.4512082,8889451.12954096,14967290.3630426,16994780.6669437,11417564.6914373,7732662.4451099,9793502.21638219,11885321.3538492,10716844.346214,1814195.05334323,9842076.48954932,18724839.9446277,12195550.9205592,5174783.04563588,23773652.6389919,5991535.00011642,4011629.7778715,12697414.0740359,12348815.6311392
MB_855,18185564.6817556,27557327.6044654,25095036.339102,47246425.4281494,50258097.6298315,122337941.671861,51953256.5681711,51675434.1484635,36010584.8244388,64430926.8477254,29632386.1527811,31155796.457637,44254499.4182414,38261686.980452,7868339.14737219,40719987.759762,7249037.50317385,15401561.7538535,18968454.8306229,33008245.4820259,12637787.3499057,49503253.780654,298288.03705404,53543460.3176341,2155537.46186062,18347773.9905245,17478815.1467545,164417.758426588,36514674.2434663,36598685.3389278,60226743.9976731,40813921.5574356,26739003.7728842,33047247.0529136,30671310.2234775,36302768.1696064,12087170.2152122,36998038.4301095,32121625.4714916,44181929.1095961,45209096.0873392
MB_856,5058312.41248925,4005867.15456107,5531119.85406945,5074425.21331987,6350172.14412914,4571495.55885987,6124860.34230428,4925399.00386252,3784633.19469197,5978607.35832458,4562732.56891665,5339766.99878873,4662113.32768355,4911386.45711297,7864809.68324232,5365976.09721769,6552539.61801849,6031747.14872266,2680434.08189835,3493480.91134575,5462770.48769406,1283321.34601471,6125165.90607899,4126648.16395462,5839994.12702687,4117809.25133409,4677705.51806493,6376114.49332112,6518918.18395403,5883498.32739126,4637659.55504947,4820627.69353849,3900975.00474136,3477362.74826637,5753001.55875711,2680096.86486308,2897357.60364385,4624707.08061446,4317310.61056081,4898613.5428189,5875862.47465374
MB_857,13306217.1023425,14964609.4490437,15697939.8862196,12032081.7247718,15691786.1684877,11327582.6434789,26581386.0254835,29340081.4251454,5463056.73133726,7467067.53326357,20167922.2289286,10406893.35693,16067451.8749138,10895113.9344216,17244345.3922217,4520446.21548175,5384127.12392328,9695090.05549551,16286840.4694246,18368416.3005473,15198951.5037536,13072181.0592474,19446358.6649627,7686397.87765785,23262258.7572154,20704260.225531,12439199.0469605,19798781.2829595,10220663.7959845,15964693.4039904,16878595.7668136,12195412.0900686,7017673.94930069,12923659.0036186,15995947.9365091,22450138.7481348,37667911.5987557,15321775.5006,2822379.91030362,3669017.60084218,23439489.0313386
MB_858,12114055.0734033,41917750.3194263,39004672.7345263,26916026.9848861,35846284.3247025,26429747.5829911,15502747.8859354,25800389.3639332,27711736.0015048,40026151.8396816,9652346.86097358,28390189.0657318,4498031.97774306,1413632.44082946,19046124.1972324,40203349.9941973,40979685.8695914,5458833.52309158,24000935.7959493,29603532.6112125,30285783.0876089,20630184.6465419,3243475.38596196,23796183.9895308,30610507.2406331,9691302.15278448,43170811.71891,30217263.3269437,30073829.0906692,29257313.8814691,26599463.4227995,8342920.22248051,27932288.3435062,50492067.0158347,13783666.461105,30321586.4221861,37605632.0069171,18260809.4096404,34136180.1224312,32228564.3981926,24399097.8862222
MB_859,2583376.82036012,5915111.54691958,4086872.05867614,6344320.65376173,4838322.78130815,4963725.66086385,542207.289007038,6180301.60676572,4761465.70972169,4300174.91320362,5863023.11448602,5695008.15038815,3608118.66909375,6319165.08770259,5292379.24893843,5705723.56590578,5189377.20177867,3669152.52410577,5623330.47502381,4395822.06118759,4296295.96279849,5666284.8191913,4568475.26554747,5747303.47598656,5170491.63148295,4777833.47968602,4629048.81472471,5800605.13729418,3887019.14250709,1985111.70886371,4819562.00249855,5074641.52388385,3970435.92166742,4694337.35535948,4094135.59570225,5439164.20948221,4410850.88540314,3825780.25247663,5679140.11859845,3539966.27641008,7501431.61247938
MB_860,13103677.7073077,17986202.2528521,29711332.8904784,42096860.543765,19273628.9203168,14789914.9457839,12225003.5916025,16253344.6771747,33923301.6613676,9988443.03443568,17305326.65367,6372214.45951938,24125511.2021296,17219880.5869767,4268420.50797001,26473999.5697429,9366705.81794949,12056399.876254,7872102.12753409,19745796.2731985,19273956.5620195,23529889.4427762,34934295.8175772,36110860.7153316,16096515.5410731,36273567.3792638,29656882.2215521,12778238.2592239,29658220.732837,31690193.6498725,20150807.982464,27908222.139427,26941810.0444649,25591697.5687267,4833699.7074867,17155085.0953164,12206970.8567688,13696867.8547339,27088434.9899299,16707155.012732,23880089.1050986
MB_861,9641018.23756253,6679792.614007,9682508.85440442,7658002.41476606,21093476.3255644,14657197.0820663,7190250.06739682,34043108.2878609,4347259.33204754,4512744.30365722,10947194.0966414,10310502.0706277,6833764.57626785,12678486.0664598,7147503.25851709,9757862.48832905,5464311.50495774,15965705.1517346,3483239.01539469,7843194.29785211,6567128.5974198,7610242.04951058,9796999.61339745,14605358.8356894,15744039.8055767,6082096.89826878,5720946.98541982,9405847.78250791,9611727.8739758,29747992.6432153,8642811.52000696,15931297.9915341,22179522.7164104,7619078.10717705,11732205.5546382,5476908.40828411,10480328.3098353,6626761.54573417,15506193.4078425,4948393.38864205,7535834.66981473
MB_862,8702866.91009049,4026732.5916282,5663449.63535102,9006380.85123287,6159417.30644,7647783.67531624,4093004.65866062,9441863.12893056,7343258.21905781,6449940.84858913,22569595.6909734,6682168.02309318,8053575.0514362,7247664.30886479,9786787.21262779,5260424.17663035,8306948.32327792,4286178.26632358,6303279.6122475,5348572.85555736,5296782.1740563,3161151.06321803,4664259.20392475,8452283.46273655,3720063.3871527,4572787.96129187,5300803.973122,6281883.61396162,5944699.09034768,9461191.36427649,1700887.71692783,2497781.28073627,4115900.20119445,7654677.41323604,5924104.48875039,6881301.53091621,4268393.21571858,5333694.89198747,8717719.69741795,1379225.96369273,6067569.91032256
MB_863,14365456.7539889,12048244.8833625,13509083.9945389,8826731.2752307,14258794.2421877,9323928.78313175,5405828.08191012,18778428.1776052,13790448.4691912,7960308.89644137,7451132.12349511,10468920.0272132,6778001.17509322,2834088.87081148,6810586.2924807,6483415.53390262,11236869.2013475,12113543.7063928,11556504.7639487,5289431.83421685,11545515.7149941,15878897.863095,13254115.5381981,844397.091821481,10450309.4714424,8432715.06635708,12601767.1697416,14170591.054986,11292213.2999361,20943772.5115943,8600576.94227749,8390385.4386421,7492749.05546413,19892794.4896083,9207442.46908371,18019998.3877484,14616697.6691058,13198142.3896111,9177693.45104461,6013832.05743345,8405133.9426374
MB_864,19297137.8731409,5799450.00793106,6613834.02869379,5170680.89318849,12081343.6167406,31592545.0674969,19995655.1406559,42027590.1242473,7783330.53352012,13184326.2959007,17901468.1015695,47201058.902082,112764156.821615,12727835.659836,76193103.2320461,29549876.7717297,17332485.1803747,20598204.8818812,11997624.7295348,80551041.2522734,5589150.7162857,12408447.0842123,11573922.1066581,304872964.328228,12979477.2174482,9579266.26901809,88433852.7612576,11206620.1279241,10151080.6139072,21027200.0139144,4248491.80915747,146193880.391612,26147988.5875841,6583543.93805426,9659800.12642241,9140383.33267384,24186666.1774719,10550664.448083,15883790.647244,24957067.6855058,3951365.50101669
MB_865,14319754.0454402,20009441.7209151,22602355.5265037,19882304.9577531,798949.97903944,20856776.1538081,18135303.8131043,9534316.40333433,18219487.993146,30718494.1462547,16473832.9051955,14272746.0779569,24064838.8586781,2009614.68020383,5129720.77135256,4493599.56743241,5794050.12069468,5337308.33254123,10000926.718192,5052458.18716962,12869253.1257737,17813404.823732,2019212.12356911,26839532.9419238,24632873.3230169,14327086.7166339,3355077.13785473,12716664.0141248,27251222.4715164,19143935.08925,11966779.1218962,11648646.1042263,13161560.5715171,20129268.7122747,5749394.44604775,7720012.56926298,11168138.4834406,19285147.4940643,10875443.1062542,18862555.1020177,773950.506938294
MB_866,15655103.9091996,1308242.73784605,8955383.89877968,26832708.3262458,10717647.5405266,185833.176367359,17915785.7161539,20386064.7687671,9552311.97946435,8593179.55151893,4752549.59226551,42796273.2490176,18305320.062788,14848348.4315844,6009512.80176235,19128832.9813688,16279195.2476852,12177245.7460489,2847635.76007688,15680554.7908026,9791510.45389611,14781207.5662575,10656651.6063344,7222636.22596649,12620762.3499877,13956381.1288711,20349858.3894432,232296.113207186,11578823.8642797,14654338.1803802,4950398.99127209,4119054.24978956,28670085.0110446,279079.195796493,3439663.86883813,4080510.07690468,19840315.3077501,11469002.4059488,16600034.4618581,17329674.2899666,4039518.80457588
MB_867,8493694.48977192,6910522.01756249,9189296.17253606,5811738.26714914,6098096.29106244,8550666.93161541,3131164.70556761,10209886.7392158,3616772.51259217,2238029.69647084,3582788.30751169,2737049.11153901,4731966.01030316,4717716.87941751,1228507.62897503,6491824.36449091,6826212.18071189,6802149.85267821,5769227.76149753,8088116.71876744,10882964.7895563,6226819.20352741,8360831.640339,7786263.34943508,5857776.26462967,3743785.01920366,5712294.38137601,3661977.1034464,5217481.42443356,6641089.37877624,8302039.65826881,5780386.1969883,6908920.99938424,3843417.7537403,7056513.20479194,7602456.13917245,4728575.64826577,6398421.42465581,7697109.10392969,9087631.71361321,3149732.02026201
MB_868,4994358.83410873,4338675.3481887,5135938.58842521,4922401.62146974,6309992.89272407,4715847.67894445,6628894.31628891,3623737.54657223,2589301.73901978,6385966.15257049,5139591.50999313,4600540.02904078,4407991.65171749,2217938.22550667,4130917.00880246,3014562.60630065,3407257.9478093,5097740.57046973,5901906.53589001,3068355.66371426,4299508.37684267,5597339.38704156,4829197.05980946,4991502.21621204,5517588.17634426,3718911.90832314,3875864.04314187,5519994.15814624,6184427.28244144,5873336.3866638,5129540.1178931,4300280.33532708,4958802.20074958,4353448.34530874,4300984.12082663,4265047.69166846,3214699.18885786,4364354.18445881,6041668.78810211,4642891.4986928,4609885.81960207
MB_869,10142428.588178,10640772.2001888,11447660.1229346,5251186.14383038,13136121.6389835,13884749.8127421,4843161.37037733,9511678.76404543,7551216.37463616,10904397.6590145,8784970.03159684,9168553.62941676,5241301.46591155,10835205.7024588,11040952.6578754,6351953.28086096,4434030.20475779,14931530.8304596,9771572.21086944,6914137.26957799,3758179.82205696,6679741.07794037,7609415.92683284,13196268.660953,8792877.93513667,4539431.82128536,12092637.9401672,6396570.72235491,5695212.55264752,12787791.5536472,5945611.94433008,9600548.01476724,3964520.93228822,6325226.18109825,7717834.9939578,7524338.89322753,6181337.40389007,10132630.4873661,3989552.46478367,12639818.5388173,5159821.58093278
MB_870,1578463.06194281,1875442.96052185,580992.902709909,1143404.77505462,1519519.73593588,1483801.4461533,1989798.71978481,1522778.59374608,1353790.88672727,961689.910464571,1282438.2234508,1313178.53318288,632878.250466243,833058.556158105,1266066.71297576,1093682.96091904,1182599.84995054,1627189.26320197,504271.359375616,1024712.09924738,1648345.2920104,1373656.96263245,1201101.44676998,817933.382287932,1225568.5522383,1067616.28114502,683242.308860936,1162953.99902553,614120.631478893,2071982.38772049,887266.300549744,1511325.72448427,1249416.73679198,2412798.43559647,1073971.69695742,1837969.27422414,1201340.50342315,705135.388586626,1173879.90750049,593418.396638247,1756716.78038759
MB_871,43703746.752218,7718507.95044927,12485378.2736897,26636279.6364158,39775330.988863,53837969.1021928,90029091.7892295,42593861.7700849,6861008.606478,13205120.7619363,86238922.2395318,6639446.70518573,61312645.8721735,33576393.7619973,4333758.94398157,48829865.4537029,35519757.6839467,61976196.3626991,69337293.7303408,67074196.2505335,33351340.6271345,38754673.7284541,45279319.1115283,33978119.4361941,65789589.468031,69625196.9244326,37143469.2980018,42067235.8437387,74524540.0829831,82144266.5091382,20581511.3931116,39146788.9511546,47661174.6764179,41252436.3821947,20855391.4225305,21540249.160678,46440503.3087329,73008259.7731604,51506561.339028,56767260.2041535,75979574.8239703
MB_872,14545516.2622747,7064934.60127785,6630267.34077842,2526082.2055141,7922923.86430629,6079500.15551173,3703916.71424072,7483432.94253868,5393627.49896573,5558328.39163915,8327802.31113309,7587850.65254101,4900302.47834071,6911906.56821938,4331668.42559318,32069035.5904361,6246235.84579771,7974359.59848172,8685768.22959332,6061200.04750745,4916367.53908261,3621068.11901601,4926045.67203074,7863568.8284536,6206182.55470304,11170010.8556712,8088492.40699009,4596176.21962755,6522475.29833391,11828816.2045549,5229046.79821286,6135192.02694215,7928546.76978916,4912150.65891838,6656968.56423502,8083326.60761489,5633660.97255778,5968924.44459976,8691064.71948305,7736594.5280893,5849249.35154834
MB_873,5277376.58539625,5213851.74492226,1656026.84641477,5888246.50848126,4836570.54591715,4833092.98791248,4097232.04927602,5878983.53429451,7260093.19833106,6118836.03410141,7276827.47051272,5397860.93100383,3936249.79169984,5885707.54737461,3913500.98184264,6122515.49034725,4182255.52367632,4271082.70467425,4284349.00917851,6380556.22550068,12967736.058985,6956991.84944164,3125934.75064232,6964164.63969877,6321518.67814509,6592110.91408251,4968409.16271832,6135951.52386013,4701447.85702427,6156806.26642793,5088384.44989648,2522100.00912958,5891587.84494182,5587556.58573732,6309878.70119405,4459468.97024278,2049367.83668079,6265248.92958044,5138179.62498845,2614152.02016927,4960339.04230407
MB_874,16839688.5670334,26095465.015557,38115804.9503323,25264474.8886473,7717178.24305289,31914618.0867986,23809401.8450436,32441640.205305,26123814.7809427,15269739.1312534,18383079.0836484,21672771.2415975,12160122.3078167,24653301.9241112,25699150.0799794,35737830.580627,32634950.2249413,5212633.99208239,50472206.3854822,11870450.972418,19335285.591312,11203568.4498584,19977446.5366466,10314029.4853955,19578472.0327115,10541573.5125205,35418140.7936941,21754105.1284897,27953034.4247281,17295348.8858459,46819178.8367084,527312.528247926,31223750.2365727,16911820.2341945,19218072.7579596,16184091.9913938,15636657.1696886,20060868.9766328,10997129.2597332,19535889.8100586,16387726.795346
MB_875,18611030.0069918,20862299.6126887,28302916.0957367,27509563.2967647,18346447.7906234,29988296.9425323,8884751.24087669,13044934.0929623,10420431.3976668,10538768.7342282,11064239.4241801,8867973.15992128,28198639.8987085,8406333.83644365,19130519.4700606,13465065.8872769,8692760.0649025,21909500.7334257,90260259.6107396,19315903.1831966,18355565.8406501,24953601.0211283,17635917.4734382,21720404.5639003,15313640.3222806,16034126.3446178,15182961.6803093,23954513.3500015,53904840.8042433,18593018.0832062,36343576.011577,212692839.817617,19907922.5819156,37457295.2957603,41623680.5501527,97058513.8431032,21741208.1856446,34809747.2089281,19378842.1460828,33956993.3863205,17871791.8961713
