Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_3129,17396189.1844923,17707036.0609234,1702789.05667427,13905725.549897,13803062.8546953,4158237.5293845,11992558.2906368,6924348.62234183,8333033.11141907,13239526.5861245,14215812.5139277,12657817.83199,10136642.3435006,21749168.3543674,4956413.99120226,20817621.2017264,15181690.8513414,13597261.573805,9792677.22624875,11496894.2504408,17118859.2308075,12734411.4997307,18391874.4732526,9169310.82526735,14560816.0103705,9984596.1408656,18122521.5818262,17454227.5074514,5515364.64328425,14575929.3598773,18143143.1272135
MB_3130,96444892.4871957,2207422.35763749,84450608.2685786,95948252.7755891,91565841.6439402,69975784.032599,91921590.8148825,93608859.2177299,137596991.220038,88904152.4424652,72696794.6164835,70666254.0496784,94537981.2153414,106327983.580287,67158663.8115351,144446355.194235,75121419.4239052,75805325.4959479,95082389.1168669,130993307.154914,53354717.0929898,49513636.6896327,49583105.3775668,66808442.5992958,40630673.765086,39364067.1977326,83148695.0980995,63498716.7425283,160733852.021458,134260516.44882,122781381.187003
MB_3131,15095999.5478525,11262889.5754813,16223292.5967851,14755176.6686788,11737664.5970061,15164910.2164222,10373024.0739205,24694934.3763854,6548423.87886141,12914637.366114,14447406.6297023,8301003.04614776,9312757.06306649,9657627.3961874,14288830.2516604,12880237.2847834,7017249.38470568,16588416.4931906,17539656.5735407,12470603.1798171,6991882.47086815,8717738.25619395,12092109.5504178,10703996.7506503,18168545.9429717,13760738.3970851,12319897.2539182,17983259.0828702,11722657.2010452,11644434.6762251,10305402.6625951
MB_3132,4882658.57709301,3475429.83188328,6682821.00380441,3128776.27066889,3451114.72449697,4040069.03054344,5449504.03008964,4846360.86229149,5517297.0019854,6059615.40646866,3897731.68782617,6682158.69181921,5278843.55341631,4765584.77335449,6962419.89524069,5115575.04819128,4917333.38530611,3320098.64660288,6964382.08671664,3830346.4539419,6698423.11545335,4406038.77797782,6824588.28457348,6952514.58312927,4470693.80212003,4756916.81993886,6450767.69865377,5117492.36498337,3879406.5505383,6940537.78367989,4556874.60475393
MB_3133,17040373.8547097,16197876.8853412,14881809.7295189,10766591.9759754,18332781.4088151,5793976.44419034,11430143.0353771,7670581.26348138,10496539.1599749,6415881.68611759,10054020.3037765,8418823.81948926,10741480.2180402,6047762.36157842,8699714.61070355,13387419.7914989,14417658.2794679,10669456.394039,149400.921910888,5565590.66573975,8644011.23671171,7572937.68015604,7178901.05144335,12321134.0234067,1629049.54971179,5701211.33639947,9529045.82183561,11380466.9539024,2257421.70240679,11279912.6277659,9604202.23012498
MB_3134,20063980.8993089,7807865.86510358,14572603.8875573,23296118.6873958,11832450.5355285,9723224.23989956,32459937.5545364,19477110.1928125,10670834.1284193,44624420.9451089,11199175.5144164,21921143.3863855,8816469.60741642,33702724.6712572,16064085.65146,19484398.8077378,5348380.61208489,22126960.2483537,21938694.718139,15717184.5018789,15454740.759535,34236329.712352,23876971.3403404,14154337.993561,7261468.53183838,136631138.701401,63475701.9289372,31143884.1728195,22740736.8712155,18125540.3181052,12583835.4609166
MB_3135,32197675.4580586,14847605.2111297,8379914.51514747,11619143.6999932,11906063.2514717,8678782.94844665,12597682.2619203,12391578.8591092,5808251.4142141,26505048.4960282,7102053.89775038,13580749.6857305,10271079.5458981,18534826.9495369,11330701.7842563,11344288.3109348,4379523.09779333,1336628069.25506,8770177.11929969,24900242.5745839,8995544.26609474,12909468.4793828,23354202.3466819,5544160.04805466,10922379.9244484,187096991.313393,23037057.7638475,40151372.3747848,32272020.869023,7051985.38292951,19449199.9122452
MB_3136,7691370.82595484,6047093.60609155,8134595.47535142,6738118.99753091,6320091.98686896,6584767.64091344,6010006.96330618,8231336.40273845,5057677.42949515,5028988.82295732,5483843.34247378,6407622.365357,6472771.08890942,8323789.12974813,8124439.32681254,6762530.67998195,4663327.22413808,9862355.84574006,10348515.3337648,1270835.70197902,8484221.76398003,5104399.66132428,6653212.20889241,3738690.74571391,2844775.14158508,5325917.26265529,5987865.18353105,5129341.37834997,2356832.00331117,4809174.95410385,6852482.65144927
MB_3137,99330598.4701603,121194762.563624,46144231.8525352,60000173.992204,61479532.7888393,111648782.212055,33450980.8155299,105697499.837728,108575049.873987,103203576.122183,47519150.5902888,62290171.5293479,38788451.3770499,96538373.8154571,90552142.6911085,83202378.9105488,74459414.7955026,140121762.994213,93198745.8349967,39314039.4272446,6037595.52862918,69953759.3509973,166390854.799662,142708346.075492,20909854.2217899,69993195.040281,58668574.428464,90895594.6984781,53288251.2993314,91182721.3017649,67303782.9780075
MB_3138,2297635.70864371,12191014.1795691,11483931.5198951,18007292.634086,16656737.0229057,16915907.1848499,11883858.2072127,11163887.1671847,11948204.4427268,4582617.8783006,9206226.94098228,5999080.05567763,8246151.23151641,11041455.1807776,8177646.47576403,12151250.0693898,17848604.8490846,13781939.2360698,6490488.59606007,3941171.84743099,7692282.2012305,14500252.4255659,16812579.3182615,5610866.09324958,9794664.88062998,13799795.0920463,10634751.8330943,2784987.10196346,7398248.71607568,6985391.14469084,13233075.2470476
MB_3139,31816197.4508457,5461926.82827235,12370584.8062789,9812143.91895912,7278304.86508027,6332017.76223518,6626565.74010835,8723672.14489534,11806061.9720477,13452888.1819712,3654931.74689119,8003852.80681025,9224019.01853834,8598866.10608702,9874167.06395929,7299421.9115045,14017190.7712764,10488374.3533388,10048526.7970284,7803368.73011222,12781967.5861941,15465787.0048512,8733143.54720718,10107169.894793,14469976.2837469,27351733.1590639,19676133.18624,11906304.0354862,8488170.06930651,14358857.1699659,10213564.8373359
MB_3140,12637935.8372004,6281250.4737026,1594663.25488369,6323819.407701,5247481.98395827,6850118.03193319,10232868.8149505,7097286.84351513,896859.516644847,8321371.20141557,2116785.63883809,7848828.92720237,8489639.45695957,13440589.7101574,10473369.2087657,8381097.80348969,12170934.4960673,9065190.01119786,4074244.68051807,4032514.148827,11635148.9985728,1966426.69770335,10375130.1204731,8457836.97978003,7383165.67933681,10534263.0679791,5591482.94823946,5479588.06594111,11891374.7223331,4439172.53551919,9475294.83108672
MB_3141,4644652.06793087,9173841.53387631,5789386.42265533,6067581.08012753,7282076.73637783,8876822.48882876,6403622.72527069,7593978.91979835,12703652.3255605,1614362.74769767,5442238.21692757,4858523.10191018,10305572.2597183,6067159.20923448,7085470.46282273,10481701.7839303,18438428.9605407,8239409.8055272,20798803.6147129,4212537.45900562,7256654.38952622,13208061.7780402,2857986.59446141,5165069.36124388,2144198.29660939,4154506.322897,5669538.75677294,5446063.6988212,6326524.7801271,4960579.60809275,8653103.23816114
MB_3142,1986555.83562975,585772.794495137,1575486.47998801,729124.269463548,1060541.45768319,1564104.47674068,1625413.84444852,1920587.83846068,2122667.56270266,1175150.92123304,1574137.62307,829337.487347678,1596979.2955972,962208.390564631,1525358.09364248,953560.27814719,1198940.70737941,1959523.16895196,1080203.51206778,1226159.52871332,1126596.92846754,1514668.64819821,1254469.1273851,1315851.45685648,1154740.56292876,2164935.74047924,1460827.48927933,877937.263112551,870874.112516869,1269626.46445525,1836700.87076528
MB_3143,1029420.09104033,676980.585189789,1848686.50728779,1148536.16446459,319569.962046314,1841035.79380837,668307.346002563,1917312.15833175,1411615.84255442,1113192.19715673,1698207.47630987,1430745.46202318,1006625.38221242,1528956.09334997,1994571.75909788,795371.359047007,1777854.59947609,995026.678437238,485915.898222252,1336858.08705091,1105297.29390878,1241241.48051879,505439.659158003,1455302.41506366,768332.264246687,1168719.23800929,1486904.48081508,951449.631169113,543148.927306097,1004654.12206006,2419462.15042068
MB_3144,6126836.96427506,2654812.26852664,5257602.55875298,3698074.47141251,1854633.09390145,3607095.60121056,1806984.66612519,6254573.91619706,3913555.104044,2965771.45788738,1888681.10479618,5076995.30953844,5803523.36134583,5218897.77352013,3161816.15889898,3970339.35868524,4079920.17368949,3142249.69014162,4078762.84181746,2655134.05107406,4245370.5411263,4619165.42220696,2076995.88547465,4820484.63112938,4286808.32419295,6757110.04498286,4689436.37403806,4522110.73956813,5519928.93819655,6265414.73101833,3787160.4269855
MB_3145,6012028.86171657,5501214.97254201,7396150.46739015,6632382.34282416,4751404.46854119,10736734.1448456,8487868.42394268,832101.000471838,7065586.78487784,5549238.43642123,7688797.08168018,9255544.98468133,4747924.99505601,9354100.26608109,5532281.17270127,9113170.71537679,8166568.30545631,9645507.9938341,6362838.60328113,9508716.24002874,7549741.43045514,9839647.40526752,3739926.97276613,2896775.97630615,9376288.67356701,4114386.86337389,7153344.43940299,6224993.05368727,6875723.54589189,7872937.83237327,7285772.47913491
MB_3146,5902748.39566587,3153445.34760207,8755571.9705388,5541859.19879258,5902471.95567431,6605473.21765315,7065581.2003154,6884293.1143052,8793688.70259155,5123138.91549824,5913942.06461047,5260474.28047235,7557832.48453121,5808355.77765381,4461816.39715667,9559077.17766804,8715548.33033071,6233559.01167961,5751775.95736345,8622372.45515479,8123965.45490984,3251215.54301359,7184043.23792909,3917681.74978933,7993394.02351842,9809015.39762798,6713288.1648202,6725795.77151273,5397332.01778534,3963797.76169853,3398818.78884716
MB_3147,10558191.7309766,13019201.6262117,8420917.94020314,9691845.87974342,408251.420293607,12553939.2568995,15873921.9846769,10456296.3262285,7753092.33519895,8471916.73197277,20434443.4772166,11194690.415532,11046665.1214781,12821238.4925006,3482204.68885037,16034694.5420905,13415379.3300918,20210635.8323787,12024769.4733524,9733468.73245365,13775315.2059824,11076573.8745508,7987925.26389058,13329978.3173018,9364761.54239532,9386934.64552945,7464076.58099801,3183683.21332747,9031902.198257,14947436.0809744,9682141.07945828
MB_3148,927667121.45219,500214620.995586,1701756379.53272,398352863.933376,810794510.653944,1213297804.27137,863456119.97981,593741364.516151,564725746.921106,731700020.641367,1096561779.31647,346151246.030222,1466555027.92059,443494951.940491,958440303.111841,1392666091.45832,1525494465.02483,629361053.144757,979425850.2808,42717885.8974463,1555713934.08794,1187130246.76731,1744616550.57615,917961068.483501,1724745459.62149,893976026.537005,575381397.573807,528177836.458461,1008599243.33266,282067436.820485,743362719.870523
MB_3149,20950387.8491856,19776106.8148154,26251879.261759,18186428.9889807,8179111.38841086,19484903.6741984,16850847.6261393,9801440.55103811,19617905.2542711,18881523.3037975,5931256.76301313,23647824.0379002,20942349.6766327,13280300.9961124,26201524.225363,14678344.5201382,12378291.6821896,24993740.7591823,21705972.5633125,14027638.1436978,21326321.0004786,25573014.9965698,7543654.86338438,12648080.4124875,5545750.40661762,34455191.1423096,10931244.759387,14266420.0852142,14090868.4659668,23513260.4076161,18396980.3094995
MB_3150,5114841.53818748,7497612.77729071,15116606.0546984,7989685.13651057,11052730.9262937,9491332.58581094,3495339.67097362,11322436.4325811,11414025.6714115,20684014.0185429,7822596.40493195,10633457.3814861,10473558.921977,11206463.786399,9861645.36582431,7042546.74526788,8746567.77721853,5074830.08502644,8586422.41592289,4548694.65339405,7936920.54155683,10396972.4369846,3196298.29402412,9924601.64840965,11650505.7514932,12207043.6241367,12642638.4589246,2398366.66132476,8466302.53698029,8050647.37663233,5918652.60260323
MB_3151,68524826.00773,77149719.9879532,69687456.0467725,35375362.7883691,20180661.2691946,103499393.597563,70150445.4784603,68517163.4529717,76744971.8519163,63027949.7650549,43447470.6809494,43763986.7727761,106466434.253149,15247806.0638582,99891789.4095933,31038232.6237348,47946902.9353778,34586223.4242242,69200738.6220192,80579125.4629879,52710570.5734383,72471954.4190577,61323310.9790685,11716476.8863984,90070297.47076,39242063.9670603,58223534.0361124,80018395.735642,258207205.317989,62701102.2804979,36277982.177175
MB_3152,8949849.55518509,10832185.4644813,7535977.84734829,10440561.3407193,9356613.70663461,6144852.88070003,13232810.0396163,10218885.219767,6325279.64416472,16203565.2238705,5590377.26665174,9590252.76697953,11484658.1971827,8831725.49752383,5141316.89283848,11827621.6079192,4701944.50157613,11993689.5052675,5629339.77059224,10518296.3477904,4379337.14322641,6016613.66019258,6950029.37205651,6259724.47765282,11674213.2271487,5831546.84289886,7624062.34550384,6262162.42785857,9563502.27506606,8143123.22683216,7930809.45912913
MB_3153,15059902.2660222,9959587.94285649,13413227.5846682,17385431.8813375,9786607.7710526,6067536.85394296,9946780.87906282,9896676.00720664,6864929.05634142,2487473.18807347,18047902.3280296,20733037.1242297,11379291.1346892,4022332.40986396,13050149.7865972,13063573.4449788,20135514.6230651,13184937.3378794,19636131.8318741,22690525.8516068,15027399.9316848,8819798.81724687,8914757.30109147,12709436.5161977,19948115.5311361,3830821.49145264,9744428.53666745,13504618.2489473,14626634.1667489,15989776.7393463,14775561.2321144
MB_3154,6154750.50493611,6565838.00957788,5167702.82154166,4247756.03233329,6607525.13301949,4185116.38673231,3199558.71373018,3329038.15945537,5278082.24957929,4656834.78487699,4680217.14109601,4975144.68186903,4274270.16751365,6303495.45925463,5226954.55601018,6527585.34078341,6759031.28869203,5449481.73023436,4122947.4246625,4963746.73513926,6237683.91783943,4801260.030088,5500428.98597057,5918007.23980513,4582632.73980928,5620392.14212893,5757938.08208098,3341779.43453273,4924395.12525047,5933796.21782874,7319171.9011081
MB_3155,742964584.199332,153602176.691228,232310395.79841,582122516.055306,214173570.229902,30668682.3908848,576830723.512725,104029535.262602,854876078.798903,43623693.1964432,251850322.41834,419824166.646178,166885149.262411,330413457.914034,1657779645.98084,187856373.76526,337618982.361905,436146995.514852,1328418488.10498,199507807.386371,527965391.655411,454905920.940256,931544672.672287,211550003.169215,153062837.589235,359018487.990966,239328462.70133,205569234.613548,756438204.825948,214651356.025838,271615239.274793
MB_3156,259761118.193271,406866629.170388,394239561.041071,346924437.238867,488822236.851537,16046601.6091947,186666124.965938,283978528.739263,292498304.46611,78947062.2536746,220927294.275158,224138160.029966,343317127.475245,279699442.832811,496928558.296264,142048139.708327,223131406.67337,294957285.021453,152823293.180264,286620535.570488,175000428.916661,92012893.0161652,307587976.533159,278517698.150064,167061815.399383,166407633.215982,117946645.452416,276780465.032027,146863109.967548,55429729.1485881,37894399.6439536
MB_3157,3952441.55606287,1725077.10684657,4269702.81704198,4283732.35162955,4879438.31725302,4513735.55702225,7823352.85096297,5296310.48723582,4462297.37295192,6560370.39227908,3433335.92083021,2007838.09131162,3842443.83435023,2049400.72874209,2469313.68696301,2956187.2955515,4416042.21887577,5559597.25600409,3682968.95301287,4014749.10598318,3507595.27919419,5667718.2444696,2061657.75467084,3642555.37652392,1417945.82613507,4586634.28425578,3966837.97738011,3689789.94853069,1919344.59624239,4009963.95677339,7200998.246837
MB_3158,34837251.8182448,24093547.6646593,11782411.4501227,53249144.8834208,56740327.5610466,12824365.2965301,78856654.3886487,44754427.9411897,150410879.138766,24448263.0431721,22165047.1167405,31548727.8997183,106226851.076915,38813658.4124885,65338115.3180215,17283747.0015642,10210140.5717806,68691227.7589153,281714299.111782,157021188.311849,18171925.410238,32281250.491201,109806815.572384,23167922.6646288,24685396.1251336,13757646.3018291,28635649.9657935,12316094.5935883,18605242.6484577,19508772.010009,27291954.8411904
MB_3159,10608059.6676764,5858532.95941316,5910029.95568479,7882718.27612959,13528961.5745428,4757071.90706553,7074681.24874232,4769140.57600347,6800745.44391136,3718492.91057228,5155263.77290277,6168009.92752993,4472533.7440476,2763861.45048098,4234221.73684462,9962788.53599396,4236639.6197788,5369044.06483415,5134005.76668102,10816038.3424186,9290433.81625427,9506862.92761818,6200017.14602735,5088426.50771852,7817344.12671314,8269405.12422492,10147315.2423396,8719636.20183285,8494301.86856067,11676085.8390848,13445996.3774224
MB_3160,4835053.91060117,3461601.21255672,4012277.41181425,2559617.47841686,2837845.04005234,4229348.57822028,2773195.98549331,1301043.94271575,5076293.30251751,3754231.29247069,2836722.43383331,3994623.31628676,5896690.49394875,3424148.83209328,3039514.30927356,3396492.3162024,2399713.56335431,5320022.78065465,2592267.96968828,3258437.88456865,5878677.58918704,4823777.65503536,2448766.41278773,5228629.12348886,4552031.29744147,4324382.4851811,3041973.28023056,4011187.52355789,4804061.95611827,4408880.94139208,1045526.65542706
MB_3161,256071932.623448,26631860.4908191,137663335.484045,75634883.6898507,177769407.253645,73435381.9148578,124660134.84406,96477513.1620404,112478820.696997,180418937.841358,67909682.2891893,88500262.7721965,89587644.7011885,120948477.780004,102673097.791166,51569521.9726911,111303637.076901,93582326.3750633,121837832.473674,108421758.582027,109950100.814323,110248106.552747,67675347.6670484,79921625.5855951,106101098.363127,252320536.138168,78909504.8210084,71363814.3976766,87421676.2881239,63076882.7370136,48601374.01112
MB_3162,23120350.6566641,12268341.8537605,28532918.3406337,18386221.145419,16251061.6997695,13343567.5246207,16478351.1829217,11904642.1417622,17786624.3325281,7867995.02372646,8946069.63342816,23555830.6646504,13924819.1511393,11482154.3162007,29262116.1731544,21483115.6267565,11207703.2155618,9686436.33612471,2895382.672427,26922489.3505581,3688624.05035977,19421263.2670929,21619961.2396825,12969831.8492759,12099627.5667455,6575746.07587334,16239889.3425565,16817402.8340291,17783518.8802444,12047000.7612146,25740090.6037251
MB_3163,8790142.28250243,10727480.4522372,7395039.28073871,4539193.63717518,3114802.65703246,244247.494311041,9103418.94772343,8327672.20847761,8914194.25501125,7924803.08512086,7656185.34208926,9228789.83976847,7265570.63476491,7980536.21780303,5083868.66195839,3180368.87057667,3485855.75087631,7603677.27289386,5672757.59125971,9413386.75953711,8198344.12607296,7737062.72893226,2458387.21480098,12339943.7425256,9931432.93683255,5336812.71895735,11600850.0545869,4086828.88921698,5672025.79869678,6558517.18173576,5276126.81969019
MB_3164,3371474.93259101,7540929.32938941,9211466.73155812,8943817.7150088,3912790.66062061,9512677.61182028,10639285.7824338,11987321.8198628,1596519.34030733,5786458.46829319,12239915.8622521,5427721.73151025,8298797.73343442,9874689.90104675,4798213.84588506,4912483.68111236,9104912.65899299,6441272.7901004,5386582.24277315,4614201.75147882,5177598.00022455,6076522.18912168,8660931.63560554,6819889.66328024,7469851.33681301,8563137.56319616,4153814.37680993,12746296.0896949,10923942.9973867,9240220.60565058,8829614.95883008
MB_3165,15976894.4400896,37512229.6663957,29348404.6734275,49755355.2092481,28651591.4368798,27371729.3263962,43461619.1172961,25854144.1773372,35647222.4477576,24650369.1629543,42125924.4079752,44428828.6836933,51911305.8991046,20227149.6692771,28529543.7828228,24888269.1535598,46317307.7002635,13494178.0113051,36512658.3658523,37282608.0549432,35967955.3678801,26154447.0283344,50077571.6413507,24310158.9557544,27669835.0561399,27063158.6593436,9486444.95011484,37880366.7401826,37841795.627662,28880298.0906824,18551618.1075333
MB_3166,20578841.4575996,16811780.5312021,22947674.4278117,13899143.1112179,21929631.6818361,17834432.8142144,23268260.8414307,40598049.7263436,18193090.7492809,18169700.8776822,20089093.9521247,11371051.9984051,14296049.8140338,10805440.7445392,8392181.66317759,27555607.5845494,16002095.5978372,36836210.4647289,28000042.2159373,37470152.3298239,27433454.7661837,21305641.2631801,32898288.275196,28751224.8852657,29848852.8582754,2903034.42270396,20787719.8090308,32635664.3118661,26867515.7007794,35904840.0650664,46888205.6975229
MB_3167,3400339.87188144,6260494.47277738,24786452.3242466,7022014.88042812,21866814.6354905,10632375.5824325,16785838.766188,9500771.07414241,10932729.5521811,7855597.39228725,11320157.7351754,13914126.504005,14695601.9027397,18247237.8305868,19252852.6569991,7195937.72885619,12669361.6633071,5837322.32401715,14803918.1253827,15391762.0011729,24108017.0748845,4913933.17762208,16641212.8887311,7113963.5143613,15587452.726085,7821309.36501777,16134040.2991887,19775119.6928217,13134888.1673387,876933.637582235,14908303.0716543
MB_3168,41551413.9644352,41333493.7655008,33661697.6380268,9082219.80124949,26155378.5505489,34780657.6503596,14956527.7520715,21067337.6547984,40780111.0597104,45082260.8039611,18236378.427648,31681210.8794502,32438271.3588379,35933314.5430968,31857198.2693401,19570573.6334373,33421518.5944368,35337335.5149214,23916895.9746179,14640039.7543823,22535478.6366381,27477535.6897259,31837992.8164743,8925601.59021394,30982040.3851832,8735746.11961266,21111651.0904793,15999631.4303712,17843216.2333671,36482002.5399128,23727530.2951085
MB_3169,18776952.7507229,8497094.32463338,8588076.87022578,2971971.74579875,10228242.8034357,6628585.63923192,3809571.98106122,2230651.03931808,7183346.39452715,7327747.23573135,8182010.35048371,7974539.25892711,7886759.23515067,6037207.13589753,11919923.2475007,7494953.28803213,7190457.26865728,5060885.71631188,3291016.10796297,6956405.63642289,10608116.6087562,7044639.08256461,10783760.7747429,9394230.27085621,7549527.08786028,16377115.9745705,4301949.20457749,5449078.10520818,8446815.18529731,12565378.6319486,2255727.83650077
MB_3170,23713905.3229512,18511986.0331417,32659640.1312238,41398835.1882885,23548835.0136249,8681865.27075571,7450454.53438697,28874095.297261,48196208.2024143,32861068.2284884,27912736.6190234,28537960.16657,32840835.2541391,46746262.1611635,8111035.1385615,23827192.6620939,31362393.8871495,46689674.227399,16153890.3562869,13917333.9993752,36317104.6765183,45375903.0084524,40891004.6513881,11212833.5660461,46965494.3778657,50697609.503599,52101577.6704154,9373049.92376628,12940577.8188131,50016954.6662747,43565858.9752802
MB_3171,7491350.77814859,6766121.23558261,5202066.66824034,7275207.64763255,5829275.30612331,8732937.62961926,8458798.20199291,11280307.4440136,10415621.7838344,4521003.65071968,7277333.85670839,11222851.1971921,4291873.30336138,10656691.9412628,9807952.55243794,9842045.04161649,1875682.48125858,8679587.4095494,10147705.6687056,9415979.39593813,12239867.0816583,5218986.5501589,12611726.6479612,9653513.95969719,9753319.13846866,8322069.38723194,4147981.68290733,13320071.2805818,2740646.53092932,7841433.65936111,9318098.93572069
MB_3172,7700308.40014532,10236399.4289992,6011883.79927992,5494731.11114347,14447292.873085,7381562.88542069,4435113.30258123,9985088.14633948,10483839.085038,8352098.48414582,7439083.2095979,9610534.6331884,8196902.30996276,11287358.93291,11941796.4072652,6088633.64938461,5105042.47547449,7313469.67541289,2681279.23896204,6934769.53772215,4358569.96770277,6675392.74980329,6248205.54743854,8276285.32475843,7963584.649126,8376323.26873566,5088601.29935579,9838666.29499505,9056855.75056037,13836580.5877731,3422904.86336596
MB_3173,26389703.6913452,5150213.00946867,16874158.6840502,24811005.7905231,30206182.2986635,18857931.7033664,12115190.7775778,12891597.8175326,16977649.0812377,9442975.28765554,13694433.7561874,9691343.59188004,6753878.96629469,13207053.860564,8952399.24779369,14395966.1090232,9971994.18311031,20160403.4466465,16907860.9025002,9999592.30424891,19295518.0431028,17883806.1680337,15598340.9137134,15559632.9205788,18912524.4480589,17358320.416104,19614277.3733611,25265776.7953769,21108011.6107714,16240141.6668273,15967353.2876238
MB_3174,6893454.62576519,9398884.42291455,2748286.35366909,4895000.26589952,3701146.37890042,2023707.36478426,12000124.8113047,8232293.84940561,6479174.38855659,2596839.09293509,7447238.43672477,5064979.63787639,2927420.7520037,3009018.01525958,6296453.43983521,10117661.5275999,238532.305962265,4958761.2050243,6762615.14443929,4286826.28091526,5201450.86296979,9925030.99685428,6584600.84042088,9872620.12103961,5196286.12398391,5884746.43589127,9213609.24555479,8252398.71197439,6002295.88100089,8996196.66413759,10742872.115742
MB_3175,722915.512797437,610172.455861246,2067735.03999302,888800.092673631,1527131.22884188,1531959.0407031,2059621.67625817,1790228.10463638,986515.613632912,900551.849565571,88509.8118365172,1377823.5200048,1166732.53023943,1461733.51523454,1538705.09264232,1351623.31749782,1910224.49734916,535368.932868531,1121311.7605067,1493313.48466407,1236846.87035347,1409264.01261156,1235802.01530873,1256626.28590529,1224087.45724676,1327035.23719799,1772416.4146558,1319208.41282801,600173.326866862,774888.20782428,1523347.83124626
MB_3176,1359870.8952242,18591134.3078484,15171805.9421976,13907267.1619672,24254021.4797944,21903121.4972516,8135761.38962475,13248995.3029935,15449232.2883344,22974471.254138,20460973.7711184,18928587.5722632,12292981.8045416,274438.570365269,19182215.6333114,10792564.4746399,20815815.0874821,15320147.0679717,7331717.38486083,21827695.0990628,11614904.5942948,3542079.12333122,8700513.66489608,13650278.3401293,9062575.58482218,9526428.56926182,6823938.60012084,15441921.0204885,28558740.1710576,15733424.384081,9804790.52752043
MB_3177,9236068.59465231,13276993.4873182,1999172.16896603,12284479.1397418,9242401.0967744,12019902.9033997,11102768.9108773,4731709.81537499,14564283.7562023,7640433.95400629,15510559.795105,7262941.22512115,11998894.433925,3922224.10408012,5222940.90862323,6776002.2077225,10056223.8991995,12728491.7749506,11895708.8975838,9221216.71496761,13766055.8182902,7603028.96228571,7461633.87194213,11129650.8277508,7221033.41055465,12456031.070354,1386238.14879187,15161871.8134978,13179788.3710344,13785123.6363158,10318536.118644
MB_3178,11037043.6975722,21088795.1954043,10517717.240661,5984258.86235811,30293872.2168709,18759168.1507869,25017499.7452488,13498708.6376008,18326728.3467003,30798999.7025201,18793934.1687092,10850607.5034657,27445295.5479287,29806407.5947812,27508954.2780987,16314504.5634172,23644692.9244559,27805248.1965938,18742979.1373949,15973579.8079807,21098989.7248804,14333695.0104488,18457552.9806285,172492.305629138,16327658.5681808,18356813.9287586,10221422.502859,7278117.11697037,26532103.3091018,4614833.5184221,10964111.9021547
MB_3179,68069301.7409164,17921499.7153348,67071800.3864008,38865242.6160152,56994229.6809389,101615372.62222,45145942.6809598,44086340.9440918,215492694.966599,65873688.5549466,69891419.9356354,89756183.9237085,7558037.31714331,57680567.9757563,33942207.9283783,46641057.1150529,90973921.0624665,81272717.0671142,32821791.4010469,78006949.7012024,94944246.5966318,82087694.7642961,77109573.164944,102761332.53494,52436599.6262601,43330587.9057577,69251995.5581264,1470427.13087427,88704734.4891111,40772832.3487966,30146471.941746
MB_3180,33564235.3131624,27123528.4201942,63026560.231097,55915650.4197757,71178112.4712731,31786444.9113336,64296301.3084915,16723703.9422002,78487254.6763186,34927214.1547343,56571636.9066143,75223927.4328883,34776148.4588704,23597548.1200225,54929280.171415,49713055.2861724,35775060.4823677,39562663.5278642,51970099.4222503,51404921.030823,6579908.15603952,73200266.6896594,5457429.89798263,37146834.4871183,46946164.4018363,35397598.8837287,57036983.7772979,43310809.0049266,29448139.6166523,48360749.2506755,50024074.1172991
MB_3181,6100326.8279391,5635921.24174632,4330838.09490267,4058207.83205913,7133252.75447815,5303179.67361309,5120370.0770285,6475905.00277515,7336999.51185694,2562803.77602233,2205096.96638794,6471081.13519019,7567393.08755472,6165905.6749735,7806455.72250806,4225613.74256312,3920024.77096927,5538286.78225078,4263659.28956571,6383159.04103622,6005105.29371909,3872143.624675,2883900.89237597,3994586.45686725,5716137.03966818,5407378.43065571,4066864.27834058,5434657.09038683,4426663.00669037,6407268.0118817,4934448.49190099
MB_3182,32174229.7976333,3855521.11813486,5319076.93343389,15601910.6848535,11925451.9390258,21282928.3101326,35200004.1574607,14288384.4150569,19409943.535189,27099601.8934514,33126757.7989974,46720503.9979848,25033268.1921982,32481253.4520365,18927926.5527997,11597104.54419,24059311.444789,13238803.3238504,11865365.4031075,24475604.1589063,23807901.7907406,28233219.6431882,22509713.3898295,35436176.8659793,29980474.2498588,7654488.00761239,13455738.8608869,30173621.7240799,26093856.9819249,14641810.2455775,27869929.8599167
MB_3183,17208183.9731916,18871123.298999,8460865.01067456,33776261.1534218,12499584.9242754,5895534.19909415,3613170.85714595,21973473.0412551,19557641.0979999,7653023.57000455,22094485.4668938,7303688.29047556,16887266.7031427,17362210.2718922,14783539.6040824,23196543.7373315,2369706.01360118,4689629.97255295,17875965.4747065,484114.032966878,29820639.0221593,32821.7383806482,34475815.4513255,18017280.4478294,26706939.8295478,13938259.2201936,14898457.3640633,18275495.1057577,19218889.3241093,33905707.9089235,10004967.5538935
